date,tempHigh,tempAvg,tempLow,dewHigh,dewAvg,dewLow,humHigh,humAvg,humLow,windHigh,windAvg,windGust,presHigh,presAvg,presLow,rain
19,34.5 °C,28.8 °C,23.1 °C,25 °C,23.9 °C,22.2 °C,97%,82%,56%,6 kph,2 kph,19 kph,1009 hPa,1007 hPa,1005 hPa,0.3 mm
20,34.2 °C,28.8 °C,23.4 °C,26.1 °C,24.2 °C,22.8 °C,97%,81%,58%,5 kph,2 kph,18 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
21,34.1 °C,29.7 °C,25.3 °C,26.1 °C,24.8 °C,23.9 °C,93%,78%,60%,8 kph,3 kph,24 kph,1010 hPa,1008 hPa,1007 hPa,0 mm
22,34.1 °C,29 °C,23.9 °C,26.7 °C,25.2 °C,22.8 °C,97%,86%,61%,5 kph,2 kph,16 kph,1011 hPa,1008 hPa,1005 hPa,16.3 mm
23,32.1 °C,27.9 °C,23.8 °C,26.1 °C,24.7 °C,22.8 °C,97%,90%,70%,5 kph,1 kph,13 kph,1011 hPa,1009 hPa,1007 hPa,9.7 mm
24,31 °C,28 °C,25.1 °C,27.2 °C,25.4 °C,23.9 °C,97%,92%,77%,5 kph,1 kph,10 kph,1011 hPa,1009 hPa,1006 hPa,1.8 mm
25,34.4 °C,29.6 °C,24.7 °C,26.7 °C,25.1 °C,23.9 °C,98%,86%,60%,5 kph,2 kph,16 kph,1011 hPa,1008 hPa,1006 hPa,0 mm
26,33.7 °C,29.2 °C,24.6 °C,26.7 °C,25 °C,23.3 °C,97%,84%,62%,5 kph,2 kph,18 kph,1011 hPa,1009 hPa,1007 hPa,6.3 mm
27,34.3 °C,29.2 °C,24.2 °C,26.1 °C,24.6 °C,23.3 °C,97%,85%,58%,8 kph,2 kph,14 kph,1012 hPa,1010 hPa,1007 hPa,4.3 mm
28,33.4 °C,28.8 °C,24.1 °C,26.7 °C,24.6 °C,23.3 °C,97%,89%,66%,5 kph,2 kph,16 kph,1011 hPa,1010 hPa,1008 hPa,0.3 mm
29,33.4 °C,28.4 °C,23.5 °C,26.1 °C,24.4 °C,22.8 °C,98%,85%,62%,5 kph,1 kph,16 kph,1010 hPa,1009 hPa,1007 hPa,0 mm
30,34 °C,28.8 °C,23.6 °C,26.7 °C,24.5 °C,22.8 °C,97%,89%,63%,6 kph,1 kph,16 kph,1011 hPa,1009 hPa,1007 hPa,3.3 mm
31,33.4 °C,28.6 °C,23.8 °C,26.7 °C,24.2 °C,22.8 °C,97%,91%,64%,6 kph,1 kph,16 kph,1011 hPa,1009 hPa,1008 hPa,8.1 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Jun,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,32.4 °C,27.7 °C,23.1 °C,26.7 °C,24.7 °C,22.2 °C,98%,88%,68%,5 kph,1 kph,13 kph,1010 hPa,1008 hPa,1006 hPa,0.3 mm
2,33.7 °C,28.8 °C,23.9 °C,26.7 °C,24.9 °C,23.3 °C,98%,84%,63%,5 kph,2 kph,19 kph,1010 hPa,1008 hPa,1005 hPa,0 mm
3,32.9 °C,28.6 °C,24.2 °C,27.2 °C,25.4 °C,23.3 °C,97%,88%,71%,3 kph,1 kph,14 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
4,34.7 °C,29.4 °C,24.1 °C,27.2 °C,24.8 °C,23.3 °C,97%,83%,57%,5 kph,1 kph,21 kph,1011 hPa,1009 hPa,1006 hPa,1.5 mm
5,33.3 °C,28.7 °C,24 °C,27.8 °C,25.2 °C,23.3 °C,97%,88%,69%,3 kph,1 kph,8 kph,1010 hPa,1009 hPa,1007 hPa,1.8 mm
6,33.4 °C,28.8 °C,24.3 °C,26.1 °C,24.8 °C,23.3 °C,97%,88%,67%,6 kph,1 kph,13 kph,1011 hPa,1009 hPa,1008 hPa,0 mm
7,33.1 °C,28.6 °C,24.1 °C,25.6 °C,24.5 °C,22.8 °C,97%,86%,64%,3 kph,1 kph,13 kph,1010 hPa,1009 hPa,1007 hPa,0 mm
8,31.3 °C,27.3 °C,23.3 °C,27.2 °C,24.7 °C,22.2 °C,97%,89%,73%,6 kph,1 kph,27 kph,1010 hPa,1008 hPa,1007 hPa,12.2 mm
9,29.9 °C,27.2 °C,24.4 °C,26.7 °C,24.7 °C,23.3 °C,97%,95%,83%,2 kph,0 kph,8 kph,1010 hPa,1009 hPa,1008 hPa,0 mm
10,34.3 °C,29.1 °C,24 °C,27.2 °C,25.1 °C,23.3 °C,97%,84%,60%,5 kph,2 kph,19 kph,1012 hPa,1009 hPa,1007 hPa,2 mm
11,32.4 °C,28.3 °C,24.1 °C,26.7 °C,25.1 °C,23.3 °C,98%,89%,68%,6 kph,1 kph,16 kph,1011 hPa,1010 hPa,1008 hPa,1.5 mm
12,33.4 °C,28.7 °C,23.9 °C,26.7 °C,24.8 °C,23.3 °C,98%,87%,62%,6 kph,1 kph,23 kph,1011 hPa,1009 hPa,1006 hPa,1.8 mm
13,34.1 °C,28.6 °C,23.1 °C,26.7 °C,24.7 °C,22.2 °C,98%,84%,60%,5 kph,1 kph,11 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
14,34.8 °C,29.4 °C,24 °C,26.7 °C,24.9 °C,23.3 °C,97%,84%,56%,5 kph,2 kph,18 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
15,34.4 °C,29.1 °C,23.7 °C,26.7 °C,24.6 °C,22.8 °C,97%,82%,62%,10 kph,2 kph,21 kph,1009 hPa,1008 hPa,1006 hPa,0 mm
16,35.4 °C,29.8 °C,24.2 °C,26.1 °C,24.4 °C,23.3 °C,97%,81%,55%,5 kph,1 kph,14 kph,1009 hPa,1008 hPa,1006 hPa,0 mm
17,33 °C,28.4 °C,23.9 °C,26.7 °C,24.4 °C,22.8 °C,97%,82%,63%,6 kph,2 kph,26 kph,1009 hPa,1008 hPa,1006 hPa,2.5 mm
18,34.8 °C,30.2 °C,25.7 °C,26.1 °C,24.5 °C,23.3 °C,95%,78%,53%,8 kph,4 kph,26 kph,1009 hPa,1008 hPa,1006 hPa,1.3 mm
19,33.6 °C,29.3 °C,25.1 °C,26.1 °C,24.8 °C,23.3 °C,95%,82%,62%,5 kph,2 kph,18 kph,1009 hPa,1007 hPa,1006 hPa,6.1 mm
20,34.5 °C,29.5 °C,24.5 °C,26.7 °C,24.6 °C,23.3 °C,96%,82%,59%,8 kph,2 kph,19 kph,1009 hPa,1007 hPa,1005 hPa,4.6 mm
21,29.8 °C,27 °C,24.3 °C,26.1 °C,24.2 °C,23.3 °C,96%,89%,74%,8 kph,1 kph,18 kph,1009 hPa,1008 hPa,1006 hPa,9.1 mm
22,31.8 °C,28 °C,24.2 °C,26.1 °C,24.4 °C,23.3 °C,97%,86%,69%,5 kph,2 kph,13 kph,1009 hPa,1007 hPa,1005 hPa,4.1 mm
23,33.3 °C,28.8 °C,24.4 °C,26.7 °C,24.9 °C,23.3 °C,97%,83%,61%,6 kph,2 kph,19 kph,1009 hPa,1007 hPa,1006 hPa,1.8 mm
24,33.8 °C,29.2 °C,24.7 °C,25.6 °C,24.5 °C,23.9 °C,96%,83%,61%,5 kph,2 kph,14 kph,1009 hPa,1008 hPa,1006 hPa,0 mm
25,32.8 °C,28.3 °C,23.9 °C,25.6 °C,24.1 °C,22.8 °C,96%,83%,62%,6 kph,2 kph,21 kph,1009 hPa,1008 hPa,1007 hPa,0 mm
26,27.2 °C,25.3 °C,23.4 °C,25 °C,23.9 °C,22.2 °C,97%,94%,88%,2 kph,0 kph,5 kph,1009 hPa,1007 hPa,1005 hPa,6.3 mm
27,31.6 °C,27.3 °C,22.9 °C,25.6 °C,23.8 °C,22.2 °C,97%,90%,72%,5 kph,1 kph,16 kph,1010 hPa,1008 hPa,1006 hPa,23.6 mm
28,33.7 °C,28.3 °C,22.9 °C,26.1 °C,24.2 °C,22.2 °C,97%,84%,58%,8 kph,2 kph,21 kph,1012 hPa,1009 hPa,1007 hPa,1 mm
29,31.7 °C,28.2 °C,24.8 °C,26.1 °C,24.7 °C,23.9 °C,97%,88%,70%,10 kph,2 kph,26 kph,1012 hPa,1010 hPa,1008 hPa,0.3 mm
30,32.8 °C,28.6 °C,24.4 °C,26.1 °C,24.4 °C,23.3 °C,97%,86%,65%,8 kph,2 kph,23 kph,1011 hPa,1009 hPa,1007 hPa,5.1 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Jul,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,32.8 °C,27.9 °C,22.9 °C,25.6 °C,23.9 °C,22.2 °C,97%,82%,63%,5 kph,1 kph,16 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
2,32.8 °C,28.3 °C,23.8 °C,26.1 °C,24 °C,22.8 °C,97%,90%,65%,6 kph,1 kph,13 kph,1010 hPa,1009 hPa,1007 hPa,11.4 mm
3,30.1 °C,27 °C,23.9 °C,26.1 °C,24.1 °C,22.8 °C,97%,92%,78%,6 kph,1 kph,16 kph,1010 hPa,1008 hPa,1007 hPa,2.3 mm
4,30.8 °C,27.4 °C,24 °C,26.1 °C,24 °C,22.8 °C,97%,91%,76%,6 kph,1 kph,16 kph,1009 hPa,1006 hPa,1004 hPa,25.4 mm
5,30.3 °C,27 °C,23.7 °C,26.1 °C,24.3 °C,22.8 °C,97%,92%,76%,5 kph,1 kph,13 kph,1008 hPa,1006 hPa,1005 hPa,2.8 mm
6,30.2 °C,26.7 °C,23.2 °C,26.7 °C,24.2 °C,22.2 °C,97%,91%,82%,6 kph,1 kph,14 kph,1007 hPa,1005 hPa,1004 hPa,3.8 mm
7,31.4 °C,27.8 °C,24.3 °C,25.6 °C,24.2 °C,22.8 °C,97%,83%,67%,10 kph,3 kph,31 kph,1006 hPa,1004 hPa,1003 hPa,3.6 mm
8,30.3 °C,27.1 °C,23.9 °C,25.6 °C,23.9 °C,22.2 °C,97%,89%,72%,6 kph,3 kph,26 kph,1007 hPa,1006 hPa,1004 hPa,36.6 mm
9,29.8 °C,26.9 °C,24 °C,25.6 °C,24.3 °C,22.8 °C,97%,89%,76%,6 kph,2 kph,18 kph,1009 hPa,1007 hPa,1006 hPa,3 mm
10,30.3 °C,27.3 °C,24.3 °C,25.6 °C,24.5 °C,23.3 °C,97%,89%,73%,6 kph,1 kph,18 kph,1010 hPa,1008 hPa,1006 hPa,3.3 mm
11,33.1 °C,28.4 °C,23.6 °C,25.6 °C,24.1 °C,22.8 °C,97%,83%,56%,5 kph,2 kph,14 kph,1010 hPa,1009 hPa,1007 hPa,0 mm
12,33.6 °C,28.2 °C,22.8 °C,26.1 °C,23.5 °C,22.2 °C,97%,88%,63%,8 kph,1 kph,19 kph,1009 hPa,1008 hPa,1007 hPa,21.3 mm
13,30.8 °C,26.6 °C,22.3 °C,26.7 °C,24.1 °C,21.7 °C,97%,90%,74%,3 kph,1 kph,10 kph,1010 hPa,1008 hPa,1006 hPa,4.8 mm
14,31.9 °C,27.4 °C,22.8 °C,25.6 °C,23.9 °C,22.2 °C,97%,86%,64%,3 kph,1 kph,10 kph,1010 hPa,1008 hPa,1006 hPa,0.3 mm
15,33.8 °C,28.5 °C,23.2 °C,26.1 °C,24.4 °C,22.2 °C,97%,88%,62%,3 kph,1 kph,13 kph,1009 hPa,1008 hPa,1006 hPa,8.6 mm
16,33.8 °C,28.6 °C,23.3 °C,26.7 °C,24 °C,22.2 °C,97%,88%,64%,5 kph,1 kph,16 kph,1010 hPa,1009 hPa,1007 hPa,19 mm
17,33.3 °C,27.7 °C,22 °C,26.1 °C,23.8 °C,21.1 °C,97%,85%,62%,3 kph,1 kph,13 kph,1011 hPa,1009 hPa,1007 hPa,0.3 mm
18,33.1 °C,27.8 °C,22.6 °C,25.6 °C,24 °C,21.7 °C,97%,84%,62%,6 kph,2 kph,19 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
19,33.7 °C,28.7 °C,23.6 °C,25.6 °C,23.9 °C,22.8 °C,96%,84%,60%,8 kph,2 kph,18 kph,1010 hPa,1009 hPa,1007 hPa,0 mm
20,33.2 °C,28.4 °C,23.6 °C,26.1 °C,23.9 °C,22.8 °C,96%,83%,60%,6 kph,2 kph,19 kph,1010 hPa,1009 hPa,1007 hPa,2 mm
21,34 °C,28.9 °C,23.8 °C,26.7 °C,24.2 °C,22.2 °C,96%,83%,56%,6 kph,1 kph,21 kph,1010 hPa,1009 hPa,1007 hPa,1 mm
22,32.7 °C,28.2 °C,23.7 °C,26.7 °C,24.1 °C,22.8 °C,97%,87%,65%,6 kph,1 kph,18 kph,1009 hPa,1008 hPa,1006 hPa,0.8 mm
23,33.6 °C,28.4 °C,23.3 °C,26.1 °C,23.7 °C,22.8 °C,97%,91%,63%,5 kph,1 kph,18 kph,1008 hPa,1007 hPa,1006 hPa,64.3 mm
24,33.7 °C,28.1 °C,22.5 °C,26.1 °C,23.8 °C,21.7 °C,97%,88%,60%,6 kph,1 kph,18 kph,1008 hPa,1006 hPa,1005 hPa,17 mm
25,34.7 °C,28.8 °C,22.9 °C,26.1 °C,24.3 °C,22.2 °C,97%,82%,55%,5 kph,1 kph,13 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
26,34.6 °C,29.3 °C,23.9 °C,26.7 °C,24.4 °C,23.3 °C,97%,83%,53%,5 kph,2 kph,18 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
27,32.2 °C,28 °C,23.8 °C,26.1 °C,24.4 °C,22.8 °C,97%,86%,67%,5 kph,1 kph,13 kph,1009 hPa,1008 hPa,1006 hPa,0.3 mm
28,33.6 °C,28.8 °C,24.1 °C,26.1 °C,24.5 °C,23.3 °C,97%,85%,62%,3 kph,2 kph,14 kph,1009 hPa,1007 hPa,1005 hPa,0.3 mm
29,27.9 °C,26.4 °C,24.9 °C,25.6 °C,24.6 °C,22.8 °C,96%,91%,84%,5 kph,2 kph,14 kph,1007 hPa,1005 hPa,1004 hPa,9.4 mm
30,25.9 °C,24.7 °C,23.6 °C,24.4 °C,23.4 °C,22.2 °C,97%,95%,93%,5 kph,1 kph,13 kph,1006 hPa,1003 hPa,1001 hPa,33 mm
31,30.6 °C,27.1 °C,23.7 °C,26.1 °C,24.3 °C,22.8 °C,97%,89%,74%,8 kph,2 kph,24 kph,1006 hPa,1003 hPa,1001 hPa,45 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Aug,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,31.1 °C,27.6 °C,24.1 °C,26.1 °C,24.4 °C,22.8 °C,97%,88%,72%,6 kph,2 kph,23 kph,1008 hPa,1006 hPa,1004 hPa,13 mm
2,32 °C,27.8 °C,23.7 °C,26.1 °C,24.2 °C,22.8 °C,97%,86%,65%,5 kph,1 kph,16 kph,1008 hPa,1006 hPa,1004 hPa,0 mm
3,34.1 °C,28.7 °C,23.3 °C,25.6 °C,24.2 °C,22.8 °C,97%,85%,60%,5 kph,1 kph,13 kph,1009 hPa,1007 hPa,1006 hPa,0 mm
4,34.6 °C,28.9 °C,23.2 °C,26.1 °C,24.1 °C,22.2 °C,97%,85%,60%,3 kph,1 kph,11 kph,1008 hPa,1006 hPa,1005 hPa,6.9 mm
5,31 °C,26.7 °C,22.4 °C,26.7 °C,23.9 °C,21.7 °C,97%,89%,74%,3 kph,1 kph,10 kph,1008 hPa,1006 hPa,1005 hPa,0 mm
6,30.6 °C,27.3 °C,24.1 °C,25.6 °C,24.3 °C,22.8 °C,97%,90%,76%,5 kph,1 kph,14 kph,1006 hPa,1005 hPa,1003 hPa,6.1 mm
7,31.2 °C,27.9 °C,24.7 °C,25.6 °C,24.4 °C,23.3 °C,97%,85%,70%,8 kph,3 kph,29 kph,1007 hPa,1005 hPa,1003 hPa,3.8 mm
8,31.3 °C,28.1 °C,24.8 °C,25 °C,24 °C,22.8 °C,94%,82%,69%,10 kph,3 kph,27 kph,1007 hPa,1005 hPa,1003 hPa,8.9 mm
9,30.7 °C,27.9 °C,25.1 °C,25.6 °C,24 °C,22.8 °C,94%,81%,69%,8 kph,3 kph,26 kph,1005 hPa,1004 hPa,1002 hPa,1.3 mm
10,30.9 °C,28 °C,25.1 °C,25.6 °C,24.4 °C,23.3 °C,96%,87%,73%,8 kph,2 kph,24 kph,1007 hPa,1005 hPa,1003 hPa,7.9 mm
11,31.4 °C,27.8 °C,24.2 °C,26.1 °C,24.4 °C,23.3 °C,96%,87%,70%,6 kph,2 kph,21 kph,1007 hPa,1006 hPa,1005 hPa,1 mm
12,31.1 °C,27.7 °C,24.4 °C,26.1 °C,24.6 °C,23.3 °C,96%,86%,73%,6 kph,2 kph,16 kph,1007 hPa,1006 hPa,1004 hPa,0.3 mm
13,31.3 °C,28.1 °C,24.8 °C,26.1 °C,24.8 °C,23.9 °C,96%,86%,72%,8 kph,2 kph,19 kph,1007 hPa,1005 hPa,1003 hPa,0.5 mm
14,31.7 °C,28.4 °C,25.2 °C,26.1 °C,24.9 °C,23.9 °C,96%,84%,70%,8 kph,3 kph,27 kph,1005 hPa,1004 hPa,1002 hPa,1.3 mm
15,31.7 °C,28.5 °C,25.4 °C,26.1 °C,24.8 °C,23.9 °C,95%,83%,71%,6 kph,3 kph,21 kph,1006 hPa,1004 hPa,1003 hPa,0.5 mm
16,32.3 °C,28.7 °C,25.1 °C,26.1 °C,24.9 °C,23.9 °C,95%,86%,69%,8 kph,2 kph,19 kph,1007 hPa,1005 hPa,1003 hPa,0 mm
17,33 °C,29.2 °C,25.3 °C,26.7 °C,24.9 °C,23.9 °C,95%,83%,63%,6 kph,2 kph,24 kph,1006 hPa,1004 hPa,1003 hPa,0 mm
18,31.6 °C,28.1 °C,24.6 °C,26.1 °C,24.8 °C,23.3 °C,97%,84%,68%,6 kph,2 kph,18 kph,1005 hPa,1004 hPa,1003 hPa,0 mm
19,32.4 °C,28.6 °C,24.7 °C,26.1 °C,24.9 °C,23.9 °C,97%,85%,66%,8 kph,2 kph,19 kph,1006 hPa,1004 hPa,1002 hPa,0 mm
20,29.8 °C,27.2 °C,24.6 °C,26.1 °C,24.9 °C,23.3 °C,97%,93%,82%,5 kph,1 kph,21 kph,1005 hPa,1003 hPa,1001 hPa,61.5 mm
21,31.2 °C,27.4 °C,23.7 °C,25 °C,23.9 °C,22.8 °C,97%,91%,69%,5 kph,1 kph,18 kph,1003 hPa,1001 hPa,999 hPa,84.3 mm
22,30.8 °C,27 °C,23.2 °C,25.6 °C,24 °C,22.2 °C,97%,89%,70%,5 kph,1 kph,18 kph,1005 hPa,1003 hPa,1001 hPa,12.2 mm
23,31.5 °C,27.9 °C,24.3 °C,26.1 °C,24.7 °C,23.3 °C,97%,87%,71%,6 kph,2 kph,19 kph,1005 hPa,1003 hPa,1002 hPa,2.8 mm
24,32.2 °C,28.3 °C,24.4 °C,26.1 °C,24.7 °C,23.3 °C,96%,86%,70%,5 kph,2 kph,16 kph,1006 hPa,1004 hPa,1002 hPa,0.3 mm
25,31.4 °C,27.9 °C,24.6 °C,26.1 °C,24.7 °C,23.3 °C,97%,86%,68%,6 kph,2 kph,26 kph,1007 hPa,1005 hPa,1004 hPa,0 mm
26,32.4 °C,28.4 °C,24.5 °C,26.7 °C,25.1 °C,23.3 °C,97%,86%,70%,6 kph,2 kph,19 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
27,31.9 °C,28.4 °C,25.1 °C,26.7 °C,25 °C,23.9 °C,96%,87%,69%,6 kph,2 kph,18 kph,1009 hPa,1008 hPa,1006 hPa,0 mm
28,32.2 °C,28 °C,23.8 °C,25.6 °C,24.4 °C,22.8 °C,97%,86%,69%,6 kph,2 kph,21 kph,1009 hPa,1008 hPa,1007 hPa,0 mm
29,32.5 °C,28.3 °C,24.1 °C,26.1 °C,24.4 °C,23.3 °C,97%,84%,60%,6 kph,2 kph,16 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
30,33.3 °C,28.7 °C,24.1 °C,26.1 °C,24.5 °C,23.3 °C,97%,83%,62%,5 kph,2 kph,18 kph,1011 hPa,1009 hPa,1006 hPa,0 mm
31,32.1 °C,27.7 °C,23.4 °C,26.1 °C,24.3 °C,22.2 °C,97%,87%,68%,5 kph,1 kph,16 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Sep,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,32.3 °C,27.8 °C,23.3 °C,26.1 °C,24.1 °C,22.8 °C,97%,85%,66%,6 kph,2 kph,18 kph,1010 hPa,1008 hPa,1005 hPa,0 mm
2,33.6 °C,28.1 °C,22.6 °C,26.7 °C,24.1 °C,21.7 °C,97%,84%,61%,5 kph,2 kph,16 kph,1008 hPa,1006 hPa,1004 hPa,0 mm
3,32.4 °C,28.2 °C,23.8 °C,26.7 °C,24.4 °C,22.8 °C,97%,85%,63%,6 kph,2 kph,18 kph,1008 hPa,1006 hPa,1004 hPa,1 mm
4,32.7 °C,28.3 °C,23.8 °C,26.1 °C,24.6 °C,22.8 °C,97%,85%,64%,5 kph,2 kph,16 kph,1009 hPa,1007 hPa,1006 hPa,0 mm
5,33.9 °C,28.9 °C,23.9 °C,26.1 °C,24.4 °C,22.8 °C,97%,83%,57%,5 kph,2 kph,16 kph,1010 hPa,1009 hPa,1007 hPa,0 mm
6,33.4 °C,28.8 °C,24.1 °C,26.1 °C,24.6 °C,23.3 °C,97%,88%,62%,3 kph,1 kph,23 kph,1011 hPa,1009 hPa,1007 hPa,50.5 mm
7,32.8 °C,28.2 °C,23.7 °C,26.1 °C,24.1 °C,22.8 °C,97%,88%,64%,5 kph,2 kph,16 kph,1010 hPa,1008 hPa,1006 hPa,20.8 mm
