date,tempHigh,tempAvg,tempLow,dewHigh,dewAvg,dewLow,humHigh,humAvg,humLow,windHigh,windAvg,windGust,presHigh,presAvg,presLow,rain
15,28.3 °C,25.9 °C,23.5 °C,23.3 °C,9.3 °C,22.2 °C,91%,58%,75%,5 kph,1 kph,6 kph,1013 hPa,1010 hPa,1008 hPa,0 mm
16,30.1 °C,26.6 °C,23.1 °C,24.4 °C,23 °C,21.7 °C,92%,84%,69%,8 kph,2 kph,13 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
17,31.2 °C,26.9 °C,22.6 °C,23.9 °C,22 °C,20.6 °C,95%,78%,56%,16 kph,4 kph,23 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
18,31.4 °C,26.2 °C,20.9 °C,24.4 °C,22.1 °C,20 °C,97%,82%,59%,8 kph,2 kph,16 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
19,30.4 °C,26.9 °C,23.4 °C,23.9 °C,8.5 °C,21.7 °C,91%,55%,66%,6 kph,1 kph,13 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
20,30.6 °C,27.6 °C,24.4 °C,25 °C,14.9 °C,21.7 °C,94%,66%,67%,13 kph,2 kph,24 kph,1017 hPa,1015 hPa,1013 hPa,1 mm
21,31.4 °C,27.8 °C,24.3 °C,25 °C,23 °C,21.7 °C,91%,79%,61%,13 kph,3 kph,18 kph,1016 hPa,1013 hPa,1011 hPa,0.5 mm
22,27.6 °C,25.3 °C,23.2 °C,24.4 °C,10 °C,22.2 °C,94%,61%,80%,6 kph,1 kph,14 kph,1015 hPa,1013 hPa,1010 hPa,0 mm
23,32.3 °C,26.8 °C,21.3 °C,23.9 °C,22.4 °C,20.6 °C,97%,78%,54%,13 kph,2 kph,19 kph,1016 hPa,1014 hPa,1011 hPa,0 mm
24,28.3 °C,25.8 °C,23.3 °C,23.9 °C,22.6 °C,21.1 °C,92%,85%,74%,10 kph,2 kph,21 kph,1017 hPa,1015 hPa,1013 hPa,0.3 mm
25,26.7 °C,24.5 °C,22.3 °C,21.7 °C,9.7 °C,19.4 °C,92%,60%,69%,21 kph,4 kph,35 kph,1020 hPa,1018 hPa,1016 hPa,0.8 mm
26,28 °C,25.1 °C,22.1 °C,21.7 °C,9.6 °C,19.4 °C,92%,59%,65%,14 kph,3 kph,26 kph,1020 hPa,1017 hPa,1015 hPa,0.8 mm
27,28.8 °C,25.5 °C,22.2 °C,23.3 °C,16.5 °C,20 °C,92%,74%,68%,11 kph,3 kph,19 kph,1019 hPa,1017 hPa,1015 hPa,1 mm
28,28.9 °C,26.5 °C,24.1 °C,23.3 °C,8.1 °C,21.7 °C,89%,54%,71%,8 kph,2 kph,19 kph,1016 hPa,1014 hPa,1011 hPa,0 mm
29,29.8 °C,27.2 °C,24.6 °C,25 °C,20.3 °C,22.2 °C,93%,79%,72%,16 kph,3 kph,18 kph,1015 hPa,1013 hPa,1011 hPa,0.3 mm
30,31.4 °C,27.7 °C,23.8 °C,25 °C,23.7 °C,22.2 °C,93%,82%,67%,14 kph,3 kph,19 kph,1015 hPa,1013 hPa,1011 hPa,2.5 mm
31,29.8 °C,26.8 °C,23.9 °C,25.6 °C,23.5 °C,22.8 °C,94%,85%,69%,13 kph,3 kph,21 kph,1014 hPa,1012 hPa,1010 hPa,1.5 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Feb,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,31.2 °C,27.3 °C,23.4 °C,23.9 °C,7.2 °C,21.7 °C,91%,53%,62%,10 kph,1 kph,19 kph,1014 hPa,1012 hPa,1011 hPa,0 mm
2,28 °C,25.5 °C,23.1 °C,23.9 °C,4 °C,21.1 °C,89%,47%,76%,6 kph,1 kph,10 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
3,30.3 °C,27.2 °C,24.2 °C,24.4 °C,22.6 °C,21.7 °C,88%,81%,67%,13 kph,2 kph,23 kph,1014 hPa,1012 hPa,1011 hPa,0 mm
4,27.4 °C,25.8 °C,24.2 °C,24.4 °C,11.6 °C,22.2 °C,95%,63%,81%,10 kph,2 kph,13 kph,1014 hPa,1012 hPa,1009 hPa,0 mm
5,30.6 °C,27.4 °C,24.3 °C,25 °C,10.2 °C,23.3 °C,96%,59%,69%,10 kph,1 kph,10 kph,1012 hPa,1009 hPa,1006 hPa,0 mm
6,26.6 °C,25.3 °C,24 °C,24.4 °C,23.3 °C,21.7 °C,94%,89%,84%,5 kph,2 kph,14 kph,1013 hPa,1010 hPa,1008 hPa,7.1 mm
7,26.6 °C,24.7 °C,22.8 °C,22.8 °C,21.6 °C,20 °C,95%,86%,78%,24 kph,4 kph,24 kph,1016 hPa,1013 hPa,1011 hPa,1.5 mm
8,25.7 °C,23.8 °C,21.8 °C,21.1 °C,20.4 °C,19.4 °C,89%,84%,75%,14 kph,4 kph,24 kph,1016 hPa,1014 hPa,1013 hPa,0 mm
9,26.2 °C,24.1 °C,21.9 °C,22.8 °C,14.6 °C,19.4 °C,94%,72%,79%,14 kph,2 kph,16 kph,1016 hPa,1014 hPa,1012 hPa,0.5 mm
10,31.7 °C,27.6 °C,23.4 °C,23.3 °C,12.9 °C,21.1 °C,93%,61%,60%,14 kph,3 kph,26 kph,1014 hPa,1013 hPa,1011 hPa,0.5 mm
11,29.3 °C,25.8 °C,22.3 °C,23.9 °C,21.9 °C,21.1 °C,93%,86%,72%,6 kph,2 kph,13 kph,1014 hPa,1013 hPa,1012 hPa,0 mm
15,29.2 °C,27 °C,24.8 °C,23.9 °C,18.6 °C,20 °C,81%,70%,66%,8 kph,2 kph,21 kph,1016 hPa,1014 hPa,1012 hPa,0 mm
16,28.9 °C,26.1 °C,23.2 °C,23.3 °C,19.3 °C,20.6 °C,87%,75%,68%,11 kph,3 kph,23 kph,1017 hPa,1016 hPa,1014 hPa,0 mm
17,31.1 °C,26.8 °C,22.6 °C,23.3 °C,21.4 °C,20.6 °C,89%,77%,59%,11 kph,3 kph,24 kph,1017 hPa,1015 hPa,1013 hPa,0 mm
18,30.4 °C,26.3 °C,22.2 °C,23.3 °C,21.4 °C,20.6 °C,92%,80%,65%,19 kph,5 kph,32 kph,1017 hPa,1014 hPa,1012 hPa,0 mm
19,32.4 °C,27.4 °C,22.4 °C,23.3 °C,20 °C,21.1 °C,92%,76%,55%,10 kph,3 kph,19 kph,1016 hPa,1014 hPa,1012 hPa,6.3 mm
20,30.2 °C,26.5 °C,22.7 °C,23.9 °C,12.4 °C,21.7 °C,93%,63%,64%,16 kph,3 kph,24 kph,1017 hPa,1014 hPa,1012 hPa,0 mm
21,32.2 °C,26.9 °C,21.7 °C,24.4 °C,16.1 °C,20.6 °C,94%,64%,57%,19 kph,3 kph,21 kph,1016 hPa,1015 hPa,1013 hPa,0 mm
22,32.3 °C,27.4 °C,22.6 °C,23.3 °C,7.2 °C,21.1 °C,91%,53%,60%,6 kph,1 kph,18 kph,1016 hPa,1014 hPa,1012 hPa,0 mm
23,31.7 °C,27.4 °C,23.2 °C,22.8 °C,-12.3 °C,21.7 °C,90%,11%,55%,5 kph,0 kph,21 kph,1016 hPa,1014 hPa,1011 hPa,0 mm
24,31.4 °C,27.3 °C,23.3 °C,23.3 °C,8.6 °C,21.1 °C,89%,54%,56%,11 kph,2 kph,19 kph,1016 hPa,1015 hPa,1013 hPa,0 mm
25,28.9 °C,26.6 °C,24.2 °C,24.4 °C,19.1 °C,21.1 °C,92%,77%,70%,19 kph,3 kph,24 kph,1017 hPa,1016 hPa,1014 hPa,4.1 mm
26,26.7 °C,24.9 °C,23.1 °C,23.9 °C,19.7 °C,21.7 °C,95%,82%,80%,8 kph,3 kph,23 kph,1018 hPa,1016 hPa,1014 hPa,13.5 mm
27,29.7 °C,27.1 °C,24.5 °C,23.3 °C,22 °C,21.1 °C,85%,78%,65%,13 kph,4 kph,23 kph,1017 hPa,1015 hPa,1014 hPa,0 mm
28,27.8 °C,25.4 °C,23 °C,24.4 °C,19.5 °C,21.1 °C,94%,81%,81%,14 kph,2 kph,19 kph,1016 hPa,1015 hPa,1013 hPa,7.6 mm
29,30.6 °C,27.1 °C,23.6 °C,24.4 °C,22.4 °C,21.1 °C,90%,81%,65%,14 kph,3 kph,23 kph,1016 hPa,1014 hPa,1013 hPa,0 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Mar,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,28.9 °C,26 °C,23.1 °C,23.9 °C,13.3 °C,21.1 °C,92%,66%,71%,8 kph,3 kph,23 kph,1016 hPa,1014 hPa,1012 hPa,0.3 mm
2,24.9 °C,24 °C,23.1 °C,22.2 °C,8.7 °C,21.1 °C,90%,59%,83%,14 kph,2 kph,21 kph,1017 hPa,1015 hPa,1013 hPa,0.3 mm
3,27.4 °C,25.3 °C,23.2 °C,24.4 °C,11.6 °C,21.7 °C,92%,63%,80%,16 kph,2 kph,18 kph,1016 hPa,1014 hPa,1012 hPa,0 mm
4,29.9 °C,26.6 °C,23.2 °C,25 °C,18.9 °C,21.7 °C,93%,76%,70%,13 kph,3 kph,16 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
5,33.1 °C,27.4 °C,21.9 °C,25.6 °C,22.9 °C,21.1 °C,97%,84%,56%,14 kph,3 kph,23 kph,1013 hPa,1011 hPa,1008 hPa,0 mm
6,33.3 °C,27.4 °C,21.6 °C,25.6 °C,18.8 °C,21.1 °C,96%,72%,54%,14 kph,3 kph,19 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
7,32.1 °C,27.3 °C,22.4 °C,26.1 °C,9.6 °C,21.7 °C,97%,56%,66%,8 kph,1 kph,19 kph,1013 hPa,1011 hPa,1008 hPa,0 mm
8,33.4 °C,28.9 °C,24.5 °C,25.6 °C,16 °C,22.2 °C,91%,63%,55%,14 kph,3 kph,21 kph,1013 hPa,1011 hPa,1008 hPa,0 mm
9,32.8 °C,28.1 °C,23.3 °C,25.6 °C,23.6 °C,21.7 °C,93%,81%,67%,8 kph,2 kph,16 kph,1014 hPa,1012 hPa,1009 hPa,0 mm
10,33.2 °C,28.7 °C,24.1 °C,25.6 °C,23.6 °C,22.2 °C,93%,80%,61%,11 kph,3 kph,19 kph,1015 hPa,1012 hPa,1009 hPa,0 mm
11,33.6 °C,28.9 °C,24.3 °C,23.3 °C,22.4 °C,21.7 °C,88%,75%,55%,8 kph,2 kph,18 kph,1016 hPa,1013 hPa,1010 hPa,0 mm
12,33.3 °C,27.9 °C,22.4 °C,23.9 °C,21.9 °C,20.6 °C,91%,74%,50%,6 kph,3 kph,18 kph,1016 hPa,1013 hPa,1010 hPa,0 mm
13,34.2 °C,29 °C,23.8 °C,23.9 °C,22.1 °C,21.1 °C,90%,73%,48%,6 kph,3 kph,18 kph,1016 hPa,1013 hPa,1010 hPa,0 mm
14,33.8 °C,28.3 °C,22.7 °C,23.3 °C,21.2 °C,18.3 °C,94%,72%,40%,10 kph,3 kph,18 kph,1015 hPa,1012 hPa,1009 hPa,0 mm
15,31.6 °C,27.4 °C,23.2 °C,23.9 °C,22.7 °C,20.6 °C,94%,79%,64%,13 kph,4 kph,26 kph,1015 hPa,1012 hPa,1009 hPa,0 mm
16,33.1 °C,28.7 °C,24.3 °C,24.4 °C,22.8 °C,21.7 °C,90%,75%,56%,10 kph,3 kph,18 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
17,31.8 °C,28.2 °C,24.7 °C,25 °C,22.2 °C,22.2 °C,91%,77%,63%,13 kph,3 kph,23 kph,1015 hPa,1012 hPa,1009 hPa,0 mm
18,33.2 °C,28.3 °C,23.3 °C,25 °C,21.7 °C,22.2 °C,94%,75%,58%,16 kph,3 kph,24 kph,1014 hPa,1012 hPa,1009 hPa,0 mm
19,33.5 °C,28.6 °C,23.6 °C,24.4 °C,15.4 °C,21.7 °C,91%,64%,52%,21 kph,3 kph,26 kph,1015 hPa,1012 hPa,1009 hPa,0 mm
20,33.4 °C,28 °C,22.6 °C,24.4 °C,13.6 °C,21.1 °C,95%,63%,50%,8 kph,2 kph,19 kph,1014 hPa,1011 hPa,1009 hPa,0 mm
21,33.7 °C,28.4 °C,23.2 °C,23.9 °C,13.6 °C,21.1 °C,91%,60%,51%,6 kph,2 kph,18 kph,1014 hPa,1012 hPa,1009 hPa,0 mm
22,34.3 °C,28.4 °C,22.6 °C,25 °C,5.6 °C,20.6 °C,93%,48%,48%,10 kph,2 kph,18 kph,1013 hPa,1010 hPa,1007 hPa,0 mm
23,33.5 °C,28.3 °C,23.2 °C,24.4 °C,13.2 °C,21.1 °C,95%,61%,51%,8 kph,1 kph,16 kph,1013 hPa,1011 hPa,1008 hPa,0 mm
24,34.7 °C,28.1 °C,21.6 °C,25 °C,21.7 °C,20.6 °C,96%,73%,49%,8 kph,3 kph,18 kph,1016 hPa,1013 hPa,1010 hPa,0 mm
25,34.9 °C,29.2 °C,23.5 °C,24.4 °C,22.6 °C,18.9 °C,95%,74%,39%,11 kph,3 kph,18 kph,1016 hPa,1013 hPa,1010 hPa,0 mm
26,33.4 °C,29 °C,24.7 °C,23.9 °C,20.4 °C,20.6 °C,90%,69%,48%,16 kph,5 kph,23 kph,1016 hPa,1014 hPa,1011 hPa,0 mm
27,31.8 °C,27.9 °C,24.2 °C,23.3 °C,12.6 °C,21.1 °C,90%,59%,60%,14 kph,2 kph,19 kph,1018 hPa,1015 hPa,1012 hPa,0 mm
28,27.2 °C,25.1 °C,23.1 °C,23.3 °C,13.5 °C,20 °C,91%,67%,73%,19 kph,2 kph,21 kph,1019 hPa,1016 hPa,1014 hPa,0.3 mm
29,33.4 °C,28.2 °C,23 °C,23.3 °C,12.9 °C,20.6 °C,88%,61%,51%,14 kph,3 kph,27 kph,1020 hPa,1016 hPa,1013 hPa,0 mm
30,33.3 °C,28.6 °C,23.8 °C,25 °C,10.9 °C,21.7 °C,92%,58%,60%,16 kph,2 kph,26 kph,1019 hPa,1015 hPa,1012 hPa,0.8 mm
31,33.3 °C,28.8 °C,24.4 °C,25.6 °C,15.8 °C,22.8 °C,91%,67%,61%,18 kph,3 kph,24 kph,1016 hPa,1013 hPa,1010 hPa,1.3 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Apr,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,33.3 °C,28.9 °C,24.6 °C,25.6 °C,13.9 °C,21.7 °C,93%,62%,61%,14 kph,2 kph,19 kph,1015 hPa,1012 hPa,1010 hPa,0 mm
2,32.7 °C,28.8 °C,24.8 °C,24.4 °C,23.2 °C,22.2 °C,91%,76%,57%,13 kph,3 kph,21 kph,1016 hPa,1013 hPa,1010 hPa,0 mm
3,35.1 °C,29.7 °C,24.3 °C,25 °C,21.8 °C,21.1 °C,90%,70%,46%,18 kph,4 kph,23 kph,1017 hPa,1013 hPa,1009 hPa,0 mm
4,35.2 °C,29.5 °C,23.8 °C,24.4 °C,10.6 °C,21.1 °C,93%,53%,46%,10 kph,2 kph,23 kph,1015 hPa,1012 hPa,1008 hPa,0 mm
5,32.3 °C,28.7 °C,24.9 °C,25 °C,17.4 °C,22.8 °C,92%,71%,63%,13 kph,3 kph,23 kph,1014 hPa,1012 hPa,1009 hPa,2.5 mm
6,33 °C,28.6 °C,24.1 °C,25.6 °C,19.3 °C,22.2 °C,96%,72%,56%,14 kph,2 kph,18 kph,1015 hPa,1012 hPa,1009 hPa,1 mm
7,33.5 °C,28.5 °C,23.5 °C,24.4 °C,23.1 °C,20.6 °C,94%,74%,47%,16 kph,3 kph,23 kph,1016 hPa,1013 hPa,1009 hPa,0 mm
8,33.7 °C,29.3 °C,24.9 °C,25 °C,15.3 °C,22.8 °C,90%,64%,55%,6 kph,2 kph,19 kph,1014 hPa,1012 hPa,1009 hPa,0 mm
9,35.5 °C,30 °C,24.5 °C,24.4 °C,18.1 °C,20.6 °C,89%,63%,42%,16 kph,4 kph,23 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
10,35.6 °C,29.3 °C,23.1 °C,24.4 °C,21.9 °C,19.4 °C,95%,73%,43%,21 kph,3 kph,23 kph,1014 hPa,1010 hPa,1007 hPa,0 mm
11,34.8 °C,28.3 °C,21.8 °C,24.4 °C,21.1 °C,20.6 °C,95%,70%,49%,14 kph,3 kph,21 kph,1013 hPa,1010 hPa,1006 hPa,0 mm
12,36 °C,30.1 °C,24.1 °C,25 °C,16 °C,21.7 °C,94%,62%,45%,14 kph,3 kph,21 kph,1012 hPa,1009 hPa,1005 hPa,0 mm
13,34.9 °C,30.1 °C,25.2 °C,26.1 °C,15.3 °C,23.3 °C,93%,65%,54%,10 kph,1 kph,19 kph,1012 hPa,1008 hPa,1005 hPa,0 mm
14,35.5 °C,30.3 °C,25.1 °C,26.7 °C,20.1 °C,23.3 °C,94%,66%,53%,11 kph,3 kph,19 kph,1013 hPa,1010 hPa,1007 hPa,0 mm
15,36.7 °C,31.2 °C,25.6 °C,26.7 °C,21.9 °C,23.3 °C,95%,71%,47%,16 kph,3 kph,24 kph,1015 hPa,1011 hPa,1008 hPa,0 mm
16,34.3 °C,30.3 °C,26.3 °C,27.8 °C,17.7 °C,23.3 °C,90%,68%,64%,13 kph,2 kph,18 kph,1013 hPa,1011 hPa,1008 hPa,8.1 mm
17,35.4 °C,30.5 °C,25.6 °C,26.1 °C,17.9 °C,21.1 °C,92%,65%,47%,13 kph,2 kph,27 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
18,35.7 °C,30.2 °C,24.6 °C,25.6 °C,18.8 °C,22.8 °C,91%,67%,52%,18 kph,3 kph,27 kph,1015 hPa,1012 hPa,1009 hPa,0 mm
19,35.3 °C,30.6 °C,25.8 °C,24.4 °C,14.8 °C,22.8 °C,89%,61%,51%,8 kph,3 kph,21 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
20,35.7 °C,30.4 °C,25.1 °C,25 °C,8 °C,22.8 °C,92%,47%,50%,10 kph,2 kph,26 kph,1014 hPa,1011 hPa,1009 hPa,0.3 mm
21,35.7 °C,30.4 °C,25 °C,25 °C,10.9 °C,22.2 °C,90%,53%,47%,11 kph,2 kph,23 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
22,34.4 °C,29.6 °C,24.7 °C,26.7 °C,14.2 °C,21.7 °C,92%,58%,49%,18 kph,4 kph,26 kph,1013 hPa,1010 hPa,1007 hPa,0 mm
23,36.3 °C,30.5 °C,24.7 °C,26.1 °C,23.6 °C,20 °C,91%,75%,41%,19 kph,5 kph,26 kph,1013 hPa,1010 hPa,1006 hPa,0 mm
24,34.5 °C,29.7 °C,24.8 °C,26.7 °C,11.2 °C,21.1 °C,93%,54%,48%,10 kph,2 kph,19 kph,1012 hPa,1009 hPa,1006 hPa,0 mm
25,34.4 °C,29.7 °C,25 °C,25.6 °C,23.8 °C,22.2 °C,90%,75%,50%,23 kph,5 kph,32 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
26,35.3 °C,30.2 °C,25.1 °C,25 °C,20.8 °C,19.4 °C,89%,65%,40%,16 kph,4 kph,24 kph,1013 hPa,1010 hPa,1007 hPa,0 mm
27,34.4 °C,29.6 °C,24.6 °C,26.7 °C,24.4 °C,22.8 °C,92%,77%,54%,16 kph,3 kph,24 kph,1011 hPa,1008 hPa,1005 hPa,0.8 mm
28,36.1 °C,31.3 °C,26.6 °C,25.6 °C,24.1 °C,22.2 °C,90%,72%,47%,13 kph,3 kph,23 kph,1011 hPa,1009 hPa,1006 hPa,0 mm
29,34.5 °C,30.2 °C,25.9 °C,26.7 °C,22.4 °C,23.9 °C,95%,74%,57%,14 kph,3 kph,18 kph,1012 hPa,1010 hPa,1007 hPa,2.8 mm
30,34.2 °C,29.9 °C,25.8 °C,26.1 °C,19.2 °C,22.2 °C,90%,70%,59%,16 kph,3 kph,34 kph,1012 hPa,1009 hPa,1007 hPa,11.2 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
May,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,34.4 °C,30.1 °C,25.9 °C,27.2 °C,14.9 °C,23.9 °C,92%,61%,61%,11 kph,3 kph,23 kph,1012 hPa,1009 hPa,1007 hPa,1 mm
2,35.4 °C,30.6 °C,25.7 °C,26.1 °C,12.8 °C,22.2 °C,94%,56%,48%,16 kph,2 kph,35 kph,1013 hPa,1011 hPa,1008 hPa,0 mm
3,35.3 °C,30.9 °C,26.4 °C,25.6 °C,17.4 °C,23.3 °C,85%,64%,54%,8 kph,2 kph,18 kph,1013 hPa,1010 hPa,1007 hPa,0 mm
4,36.1 °C,30.9 °C,25.8 °C,25.6 °C,23.7 °C,22.2 °C,89%,71%,52%,16 kph,4 kph,23 kph,1013 hPa,1010 hPa,1007 hPa,0 mm
5,35.1 °C,30.6 °C,26.2 °C,26.7 °C,10.6 °C,23.3 °C,87%,53%,57%,16 kph,2 kph,26 kph,1013 hPa,1010 hPa,1007 hPa,0 mm
6,34.6 °C,30 °C,25.4 °C,25.6 °C,19.1 °C,22.8 °C,91%,65%,55%,13 kph,2 kph,19 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
7,36.1 °C,30.8 °C,25.4 °C,25.6 °C,23.9 °C,22.2 °C,91%,71%,46%,10 kph,3 kph,27 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
8,35.9 °C,30.9 °C,25.9 °C,25 °C,22.6 °C,22.2 °C,88%,70%,47%,19 kph,4 kph,24 kph,1013 hPa,1010 hPa,1007 hPa,0 mm
9,35.6 °C,30.7 °C,25.8 °C,26.1 °C,24.3 °C,23.3 °C,89%,74%,53%,13 kph,3 kph,23 kph,1013 hPa,1010 hPa,1007 hPa,0 mm
10,35.1 °C,30.2 °C,25.4 °C,25.6 °C,10.2 °C,22.2 °C,91%,50%,56%,10 kph,2 kph,18 kph,1012 hPa,1009 hPa,1006 hPa,0 mm
11,36.1 °C,30.4 °C,24.7 °C,25.6 °C,17.7 °C,22.2 °C,93%,61%,48%,16 kph,3 kph,26 kph,1011 hPa,1007 hPa,1004 hPa,0 mm
12,36.7 °C,31 °C,25.3 °C,26.1 °C,18.6 °C,23.3 °C,93%,65%,46%,8 kph,2 kph,18 kph,1010 hPa,1007 hPa,1005 hPa,0 mm
13,35.9 °C,31.2 °C,26.6 °C,25 °C,17.2 °C,21.7 °C,86%,62%,45%,11 kph,3 kph,23 kph,1012 hPa,1009 hPa,1006 hPa,0 mm
14,34.2 °C,29.8 °C,25.4 °C,26.1 °C,19.9 °C,22.8 °C,90%,68%,60%,19 kph,4 kph,31 kph,1012 hPa,1010 hPa,1007 hPa,0.8 mm
15,36 °C,31.2 °C,26.4 °C,25.6 °C,23.3 °C,22.8 °C,89%,72%,52%,11 kph,4 kph,24 kph,1011 hPa,1009 hPa,1006 hPa,0 mm
16,36.4 °C,30.9 °C,25.3 °C,25.6 °C,12.7 °C,22.8 °C,88%,57%,49%,11 kph,2 kph,21 kph,1011 hPa,1007 hPa,1004 hPa,0 mm
17,36 °C,31.2 °C,26.5 °C,25.6 °C,24.7 °C,22.8 °C,92%,76%,48%,14 kph,3 kph,21 kph,1010 hPa,1008 hPa,1005 hPa,8.6 mm
18,35.7 °C,30.5 °C,25.3 °C,26.1 °C,24.9 °C,23.9 °C,96%,82%,53%,11 kph,3 kph,19 kph,1011 hPa,1008 hPa,1005 hPa,47.2 mm
19,33.9 °C,29.7 °C,25.4 °C,26.1 °C,14.9 °C,23.3 °C,95%,67%,62%,11 kph,2 kph,16 kph,1010 hPa,1008 hPa,1005 hPa,2.8 mm
20,32.7 °C,29 °C,25.3 °C,26.7 °C,16.8 °C,24.4 °C,95%,70%,65%,11 kph,2 kph,19 kph,1010 hPa,1007 hPa,1005 hPa,0 mm
21,32.9 °C,29.1 °C,25.2 °C,26.7 °C,25.7 °C,24.4 °C,95%,82%,66%,18 kph,3 kph,24 kph,1011 hPa,1009 hPa,1006 hPa,0 mm
22,34.3 °C,29.8 °C,25.3 °C,27.2 °C,25.3 °C,23.3 °C,95%,83%,63%,16 kph,2 kph,27 kph,1011 hPa,1009 hPa,1006 hPa,3.8 mm
23,33.1 °C,29 °C,24.9 °C,26.7 °C,25.2 °C,23.3 °C,95%,84%,61%,19 kph,5 kph,23 kph,1011 hPa,1009 hPa,1006 hPa,0 mm
24,33.5 °C,29.7 °C,25.8 °C,27.2 °C,22.1 °C,24.4 °C,96%,77%,68%,16 kph,5 kph,21 kph,1011 hPa,1008 hPa,1006 hPa,0.3 mm
25,33.3 °C,29.6 °C,25.8 °C,26.7 °C,25.3 °C,23.9 °C,96%,82%,64%,19 kph,5 kph,23 kph,1011 hPa,1009 hPa,1006 hPa,0.3 mm
26,33.3 °C,28.8 °C,24.4 °C,26.7 °C,25.2 °C,23.9 °C,97%,84%,64%,19 kph,5 kph,27 kph,1011 hPa,1009 hPa,1007 hPa,0.3 mm
27,34.9 °C,30.5 °C,26 °C,26.7 °C,25.2 °C,23.9 °C,94%,79%,55%,19 kph,4 kph,24 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
