date,tempHigh,tempAvg,tempLow,dewHigh,dewAvg,dewLow,humHigh,humAvg,humLow,windHigh,windAvg,windGust,presHigh,presAvg,presLow,rain
26,33.9 °C,27.6 °C,21.2 °C,23.9 °C,22.1 °C,20 °C,93%,77%,49%,23 kph,6 kph,37 kph,1013 hPa,1011 hPa,1008 hPa,0.5 mm
27,31.1 °C,27.3 °C,23.7 °C,25.6 °C,23.8 °C,22.8 °C,95%,86%,70%,13 kph,2 kph,16 kph,1013 hPa,1011 hPa,1009 hPa,2.5 mm
28,33.7 °C,28.6 °C,23.4 °C,25.6 °C,23.8 °C,22.2 °C,96%,83%,61%,11 kph,2 kph,19 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
29,33.4 °C,27.6 °C,21.7 °C,24.4 °C,22.4 °C,21.1 °C,97%,79%,55%,16 kph,2 kph,19 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Mar,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,33.8 °C,27.7 °C,21.4 °C,24.4 °C,22.4 °C,20.6 °C,94%,78%,54%,10 kph,2 kph,21 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
2,33.3 °C,27.6 °C,21.7 °C,25.6 °C,22.8 °C,21.1 °C,96%,85%,57%,13 kph,3 kph,19 kph,1012 hPa,1011 hPa,1009 hPa,56.1 mm
3,30.7 °C,26.3 °C,22 °C,26.1 °C,23.8 °C,21.1 °C,96%,85%,68%,18 kph,2 kph,18 kph,1013 hPa,1011 hPa,1008 hPa,0.3 mm
4,33.3 °C,27.9 °C,22.5 °C,26.1 °C,24.2 °C,21.7 °C,96%,82%,61%,10 kph,2 kph,18 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
5,33.6 °C,28.9 °C,24.2 °C,26.7 °C,24.8 °C,23.3 °C,95%,86%,64%,5 kph,1 kph,14 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
6,33.3 °C,27.9 °C,22.5 °C,26.1 °C,23.9 °C,21.1 °C,95%,79%,61%,8 kph,2 kph,13 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
14,35.6 °C,28.3 °C,20.9 °C,22.8 °C,20.8 °C,16.7 °C,95%,70%,33%,10 kph,2 kph,21 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
15,34.9 °C,27.9 °C,20.8 °C,23.9 °C,20.9 °C,19.4 °C,92%,74%,46%,6 kph,3 kph,16 kph,1011 hPa,1009 hPa,1006 hPa,0 mm
17,35.3 °C,28.4 °C,21.4 °C,23.9 °C,22.1 °C,20 °C,94%,73%,47%,11 kph,3 kph,14 kph,1012 hPa,1009 hPa,1006 hPa,0 mm
18,34.8 °C,28.1 °C,21.3 °C,24.4 °C,21.7 °C,20 °C,93%,72%,47%,8 kph,3 kph,16 kph,1011 hPa,1008 hPa,1006 hPa,0 mm
21,34.9 °C,28.4 °C,21.8 °C,22.8 °C,21.5 °C,20 °C,89%,64%,46%,8 kph,3 kph,21 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
22,34.5 °C,27.3 °C,20.1 °C,23.3 °C,21.4 °C,18.9 °C,93%,75%,48%,8 kph,2 kph,14 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
23,34.8 °C,27.9 °C,21.1 °C,24.4 °C,22 °C,20 °C,93%,74%,49%,11 kph,3 kph,16 kph,1010 hPa,1009 hPa,1007 hPa,0 mm
24,35.1 °C,28.2 °C,21.3 °C,23.9 °C,21.7 °C,20 °C,93%,71%,47%,8 kph,2 kph,19 kph,1013 hPa,1010 hPa,1008 hPa,0 mm
25,35.8 °C,28.9 °C,22.1 °C,23.9 °C,21.7 °C,20 °C,94%,70%,41%,10 kph,3 kph,19 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
26,36.3 °C,28.7 °C,20.9 °C,23.3 °C,20.9 °C,19.4 °C,94%,68%,39%,10 kph,2 kph,19 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
27,34.3 °C,28 °C,21.7 °C,23.9 °C,21.7 °C,20 °C,92%,72%,47%,10 kph,2 kph,16 kph,1014 hPa,1011 hPa,1009 hPa,0 mm
28,34.5 °C,28.1 °C,21.7 °C,23.3 °C,21.4 °C,20 °C,94%,70%,47%,14 kph,3 kph,21 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
29,34.5 °C,27.8 °C,21.2 °C,23.9 °C,21.9 °C,20 °C,94%,73%,47%,10 kph,3 kph,19 kph,1014 hPa,1012 hPa,1009 hPa,0 mm
30,35.4 °C,28.8 °C,22.2 °C,22.8 °C,21.6 °C,20 °C,92%,69%,43%,11 kph,3 kph,24 kph,1013 hPa,1011 hPa,1008 hPa,0 mm
31,35.9 °C,29.3 °C,22.7 °C,24.4 °C,22.8 °C,21.1 °C,93%,71%,49%,13 kph,3 kph,16 kph,1012 hPa,1009 hPa,1006 hPa,0 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Apr,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,33.9 °C,28.1 °C,22.3 °C,24.4 °C,22.7 °C,21.1 °C,93%,75%,53%,8 kph,2 kph,14 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
2,34.7 °C,28.1 °C,21.5 °C,23.3 °C,21.1 °C,20 °C,92%,66%,43%,8 kph,2 kph,14 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
3,34.9 °C,28.2 °C,21.4 °C,23.3 °C,21.4 °C,19.4 °C,90%,73%,43%,6 kph,2 kph,14 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
4,34.1 °C,28 °C,21.9 °C,24.4 °C,22.6 °C,20.6 °C,94%,74%,49%,6 kph,2 kph,14 kph,1012 hPa,1009 hPa,1006 hPa,0 mm
5,35.2 °C,29 °C,22.9 °C,25 °C,23.2 °C,21.7 °C,93%,75%,51%,13 kph,2 kph,18 kph,1011 hPa,1008 hPa,1006 hPa,0 mm
6,35.7 °C,29.6 °C,23.4 °C,24.4 °C,22.2 °C,19.4 °C,95%,69%,40%,13 kph,3 kph,23 kph,1011 hPa,1008 hPa,1006 hPa,0 mm
7,36.1 °C,28.6 °C,21 °C,23.9 °C,21.4 °C,18.9 °C,89%,67%,38%,13 kph,3 kph,21 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
8,35.6 °C,29.3 °C,23.1 °C,24.4 °C,22.7 °C,21.7 °C,91%,70%,47%,13 kph,2 kph,23 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
9,36.2 °C,28.9 °C,21.8 °C,25 °C,21.9 °C,20 °C,89%,69%,43%,10 kph,2 kph,18 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
10,35.2 °C,29.2 °C,23.2 °C,25 °C,23 °C,21.1 °C,91%,75%,51%,19 kph,3 kph,31 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
11,34.2 °C,29.8 °C,25.4 °C,25.6 °C,24.6 °C,22.8 °C,91%,78%,58%,10 kph,2 kph,18 kph,1010 hPa,1007 hPa,1005 hPa,0 mm
12,35.3 °C,29.9 °C,24.6 °C,27.2 °C,24.9 °C,23.3 °C,94%,82%,56%,13 kph,2 kph,19 kph,1009 hPa,1006 hPa,1004 hPa,16.3 mm
13,34 °C,29.3 °C,24.6 °C,27.8 °C,25.2 °C,23.3 °C,94%,83%,64%,13 kph,2 kph,23 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
14,34.9 °C,29.9 °C,24.9 °C,27.2 °C,25.6 °C,23.9 °C,94%,84%,59%,10 kph,2 kph,21 kph,1010 hPa,1008 hPa,1007 hPa,2 mm
15,35.1 °C,30.4 °C,25.8 °C,27.8 °C,25.7 °C,23.9 °C,95%,83%,55%,14 kph,2 kph,18 kph,1011 hPa,1009 hPa,1007 hPa,24.4 mm
16,34.7 °C,29.6 °C,24.5 °C,26.7 °C,24.8 °C,22.2 °C,94%,78%,58%,8 kph,2 kph,14 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
17,35.8 °C,29.1 °C,22.4 °C,23.9 °C,21.9 °C,20 °C,90%,69%,40%,18 kph,2 kph,26 kph,1010 hPa,1008 hPa,1005 hPa,0 mm
18,35.6 °C,29.2 °C,22.7 °C,25 °C,22.4 °C,21.1 °C,90%,70%,48%,13 kph,2 kph,18 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
19,35.7 °C,29.3 °C,23 °C,25 °C,21.7 °C,19.4 °C,93%,67%,39%,13 kph,3 kph,23 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
20,35.7 °C,29.4 °C,23.1 °C,25 °C,22.5 °C,20.6 °C,89%,69%,49%,11 kph,3 kph,16 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
21,35.8 °C,29.4 °C,23.1 °C,24.4 °C,23.1 °C,21.1 °C,90%,73%,48%,10 kph,2 kph,16 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
22,34.5 °C,29 °C,23.5 °C,25.6 °C,23.3 °C,22.2 °C,92%,75%,51%,14 kph,3 kph,26 kph,1009 hPa,1008 hPa,1006 hPa,0 mm
23,35.4 °C,29.9 °C,24.4 °C,27.8 °C,24.3 °C,22.8 °C,93%,79%,54%,13 kph,2 kph,31 kph,1010 hPa,1007 hPa,1005 hPa,26.7 mm
24,35.2 °C,29.7 °C,24.2 °C,26.7 °C,24.2 °C,22.8 °C,94%,75%,55%,10 kph,2 kph,21 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
25,34.7 °C,29.3 °C,24 °C,26.7 °C,23.7 °C,21.7 °C,92%,75%,53%,8 kph,2 kph,21 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
26,35.1 °C,28.8 °C,22.7 °C,27.2 °C,23.3 °C,21.7 °C,94%,75%,54%,13 kph,2 kph,18 kph,1009 hPa,1006 hPa,1004 hPa,0 mm
27,34.4 °C,28.8 °C,23.3 °C,26.1 °C,24.2 °C,22.2 °C,94%,81%,55%,13 kph,3 kph,18 kph,1008 hPa,1006 hPa,1003 hPa,1.3 mm
28,35.4 °C,30.1 °C,24.7 °C,25.6 °C,24.1 °C,22.2 °C,93%,76%,46%,11 kph,3 kph,14 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
29,33.4 °C,29 °C,24.6 °C,27.2 °C,25.1 °C,23.9 °C,96%,85%,63%,21 kph,2 kph,21 kph,1009 hPa,1008 hPa,1006 hPa,19.3 mm
30,35.2 °C,29.9 °C,24.7 °C,27.8 °C,25.4 °C,23.9 °C,96%,82%,60%,10 kph,2 kph,19 kph,1009 hPa,1007 hPa,1005 hPa,0.3 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
May,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,36.1 °C,30.4 °C,24.8 °C,26.7 °C,25.1 °C,23.9 °C,95%,78%,50%,10 kph,2 kph,19 kph,1010 hPa,1008 hPa,1005 hPa,0 mm
2,35.2 °C,30.2 °C,25.3 °C,27.8 °C,25.4 °C,23.3 °C,93%,81%,56%,8 kph,2 kph,16 kph,1010 hPa,1008 hPa,1006 hPa,11.2 mm
3,34.9 °C,29.9 °C,24.9 °C,27.8 °C,24.9 °C,23.3 °C,95%,83%,59%,5 kph,2 kph,18 kph,1010 hPa,1007 hPa,1005 hPa,1.3 mm
4,34.7 °C,29.3 °C,23.9 °C,26.7 °C,24.8 °C,22.8 °C,94%,82%,60%,8 kph,2 kph,18 kph,1010 hPa,1008 hPa,1005 hPa,11.4 mm
5,34.8 °C,29.5 °C,24.2 °C,26.7 °C,24.4 °C,21.7 °C,95%,77%,53%,6 kph,2 kph,14 kph,1010 hPa,1007 hPa,1004 hPa,0 mm
6,35.9 °C,30.1 °C,24.2 °C,26.1 °C,23.9 °C,22.2 °C,89%,71%,52%,10 kph,3 kph,16 kph,1008 hPa,1006 hPa,1004 hPa,0 mm
7,35.3 °C,29.8 °C,24.3 °C,26.1 °C,24.3 °C,22.8 °C,92%,77%,53%,8 kph,2 kph,16 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
8,35.2 °C,29.3 °C,23.4 °C,26.7 °C,24.3 °C,22.2 °C,92%,77%,50%,6 kph,1 kph,16 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
9,36.1 °C,29.9 °C,23.8 °C,26.7 °C,24.4 °C,22.8 °C,94%,78%,54%,6 kph,2 kph,16 kph,1010 hPa,1007 hPa,1005 hPa,0.3 mm
10,36 °C,29.8 °C,23.7 °C,26.1 °C,24.3 °C,22.2 °C,93%,73%,53%,11 kph,3 kph,16 kph,1009 hPa,1006 hPa,1004 hPa,0 mm
11,36.7 °C,31 °C,25.4 °C,26.7 °C,25.1 °C,23.9 °C,92%,74%,53%,13 kph,2 kph,16 kph,1008 hPa,1005 hPa,1002 hPa,0.3 mm
12,35.8 °C,30.8 °C,25.8 °C,27.2 °C,25.6 °C,24.4 °C,94%,82%,58%,11 kph,2 kph,21 kph,1007 hPa,1005 hPa,1003 hPa,1.8 mm
13,35.6 °C,30.1 °C,24.7 °C,26.7 °C,25.2 °C,23.9 °C,96%,81%,56%,6 kph,1 kph,13 kph,1008 hPa,1006 hPa,1004 hPa,0 mm
14,36.8 °C,29.8 °C,22.8 °C,26.7 °C,24.2 °C,22.2 °C,96%,75%,51%,10 kph,2 kph,19 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
15,35.7 °C,30.2 °C,24.7 °C,26.7 °C,24.6 °C,22.8 °C,93%,80%,52%,10 kph,2 kph,13 kph,1008 hPa,1006 hPa,1004 hPa,26.7 mm
16,34.4 °C,29.6 °C,24.7 °C,27.2 °C,24.9 °C,23.3 °C,95%,77%,57%,6 kph,2 kph,19 kph,1007 hPa,1005 hPa,1003 hPa,4.6 mm
17,35.3 °C,29.8 °C,24.3 °C,26.7 °C,24.7 °C,23.3 °C,94%,81%,57%,14 kph,2 kph,27 kph,1008 hPa,1006 hPa,1004 hPa,7.1 mm
18,34.4 °C,29.5 °C,24.6 °C,27.2 °C,24.7 °C,23.3 °C,95%,85%,57%,11 kph,2 kph,34 kph,1008 hPa,1006 hPa,1004 hPa,25.9 mm
19,33.8 °C,29 °C,24.2 °C,27.8 °C,24.7 °C,23.3 °C,96%,89%,64%,6 kph,2 kph,18 kph,1007 hPa,1005 hPa,1004 hPa,30.5 mm
20,32.2 °C,28.4 °C,24.5 °C,27.8 °C,24.3 °C,23.3 °C,95%,86%,73%,8 kph,2 kph,21 kph,1008 hPa,1006 hPa,1005 hPa,0.3 mm
21,34.7 °C,29.8 °C,24.8 °C,28.3 °C,25.1 °C,23.3 °C,94%,84%,64%,14 kph,2 kph,23 kph,1010 hPa,1007 hPa,1004 hPa,0 mm
22,33.4 °C,29 °C,24.7 °C,27.8 °C,25.2 °C,23.3 °C,95%,87%,66%,8 kph,2 kph,18 kph,1010 hPa,1008 hPa,1006 hPa,4.3 mm
23,32.1 °C,28.2 °C,24.4 °C,26.7 °C,24.8 °C,23.3 °C,95%,89%,69%,10 kph,1 kph,21 kph,1011 hPa,1009 hPa,1007 hPa,10.7 mm
24,33.6 °C,28.7 °C,23.9 °C,26.7 °C,24.9 °C,22.8 °C,95%,83%,62%,10 kph,2 kph,13 kph,1010 hPa,1008 hPa,1005 hPa,0.3 mm
25,33.1 °C,29.1 °C,25 °C,27.8 °C,24.9 °C,23.9 °C,94%,86%,65%,13 kph,2 kph,19 kph,1011 hPa,1009 hPa,1006 hPa,3.6 mm
26,33.3 °C,28.7 °C,24 °C,27.8 °C,24.9 °C,23.3 °C,95%,85%,63%,11 kph,2 kph,14 kph,1011 hPa,1008 hPa,1006 hPa,3.8 mm
27,33.7 °C,28.9 °C,24.1 °C,27.2 °C,24.9 °C,23.3 °C,95%,86%,59%,10 kph,2 kph,14 kph,1011 hPa,1009 hPa,1007 hPa,39.4 mm
28,32 °C,28.6 °C,25.2 °C,27.8 °C,25.3 °C,23.3 °C,96%,90%,69%,8 kph,1 kph,18 kph,1011 hPa,1009 hPa,1007 hPa,2.8 mm
29,32.5 °C,28.3 °C,24.1 °C,27.8 °C,25.4 °C,23.3 °C,95%,87%,70%,5 kph,1 kph,6 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
30,32.6 °C,28.4 °C,24.3 °C,28.3 °C,24.9 °C,23.3 °C,95%,88%,73%,10 kph,2 kph,24 kph,1010 hPa,1008 hPa,1006 hPa,6.9 mm
31,32.7 °C,28.4 °C,24 °C,28.3 °C,24.7 °C,23.3 °C,96%,89%,68%,11 kph,2 kph,18 kph,1010 hPa,1008 hPa,1006 hPa,16.5 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Jun,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,32.2 °C,28.2 °C,24.2 °C,28.3 °C,25.2 °C,23.3 °C,96%,90%,75%,5 kph,1 kph,13 kph,1010 hPa,1009 hPa,1007 hPa,5.6 mm
2,32.4 °C,28.6 °C,24.8 °C,27.8 °C,25.3 °C,23.3 °C,94%,85%,71%,10 kph,2 kph,14 kph,1010 hPa,1008 hPa,1006 hPa,0.3 mm
3,33.6 °C,29.2 °C,24.8 °C,27.2 °C,25.4 °C,23.3 °C,93%,81%,64%,6 kph,1 kph,14 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
4,32.1 °C,28.7 °C,25.2 °C,27.8 °C,25.8 °C,24.4 °C,96%,90%,77%,6 kph,1 kph,13 kph,1010 hPa,1009 hPa,1007 hPa,4.8 mm
5,32.8 °C,28.9 °C,25.1 °C,27.8 °C,25.4 °C,23.9 °C,94%,87%,70%,6 kph,2 kph,10 kph,1010 hPa,1008 hPa,1006 hPa,2.5 mm
6,30.7 °C,27.2 °C,23.7 °C,27.2 °C,25.1 °C,22.8 °C,95%,89%,79%,6 kph,1 kph,19 kph,1011 hPa,1009 hPa,1007 hPa,1 mm
7,31.7 °C,27.8 °C,23.8 °C,26.7 °C,24.9 °C,22.8 °C,95%,86%,69%,5 kph,1 kph,14 kph,1011 hPa,1009 hPa,1007 hPa,0.8 mm
8,32 °C,28.3 °C,24.7 °C,27.2 °C,25.1 °C,23.3 °C,92%,84%,72%,5 kph,2 kph,14 kph,1010 hPa,1009 hPa,1007 hPa,0 mm
9,32.3 °C,27.9 °C,23.7 °C,27.2 °C,24.6 °C,22.2 °C,93%,84%,68%,6 kph,1 kph,13 kph,1011 hPa,1009 hPa,1006 hPa,0 mm
10,32.6 °C,28.7 °C,24.8 °C,26.7 °C,24.9 °C,23.3 °C,92%,83%,66%,13 kph,3 kph,19 kph,1011 hPa,1009 hPa,1007 hPa,2.3 mm
11,31.4 °C,28.2 °C,25.1 °C,26.1 °C,24.8 °C,23.3 °C,95%,86%,71%,10 kph,2 kph,19 kph,1010 hPa,1009 hPa,1007 hPa,0.3 mm
12,31.8 °C,28.1 °C,24.3 °C,26.1 °C,24.8 °C,23.3 °C,94%,86%,64%,5 kph,2 kph,13 kph,1010 hPa,1009 hPa,1007 hPa,9.1 mm
13,31.3 °C,27.9 °C,24.6 °C,26.1 °C,24.8 °C,23.3 °C,94%,87%,69%,13 kph,3 kph,18 kph,1010 hPa,1008 hPa,1006 hPa,4.8 mm
14,32.2 °C,28.4 °C,24.7 °C,26.7 °C,25.2 °C,23.9 °C,94%,84%,66%,10 kph,2 kph,14 kph,1009 hPa,1007 hPa,1005 hPa,0.3 mm
15,32.1 °C,28.4 °C,24.8 °C,27.2 °C,25.3 °C,23.9 °C,94%,87%,71%,8 kph,2 kph,19 kph,1009 hPa,1007 hPa,1005 hPa,33 mm
16,31 °C,27.9 °C,24.8 °C,27.2 °C,24.7 °C,23.3 °C,95%,90%,78%,16 kph,2 kph,21 kph,1009 hPa,1007 hPa,1005 hPa,9.4 mm
17,33.3 °C,28.8 °C,24.2 °C,27.8 °C,25.2 °C,23.3 °C,95%,86%,64%,10 kph,2 kph,14 kph,1008 hPa,1006 hPa,1004 hPa,6.3 mm
18,33.3 °C,29.1 °C,24.8 °C,26.7 °C,25.1 °C,23.9 °C,94%,82%,64%,8 kph,2 kph,13 kph,1007 hPa,1005 hPa,1004 hPa,0.3 mm
19,33.8 °C,29.5 °C,25.2 °C,27.2 °C,25.1 °C,23.9 °C,92%,80%,59%,10 kph,3 kph,21 kph,1007 hPa,1005 hPa,1003 hPa,0 mm
20,31.4 °C,27.9 °C,24.5 °C,27.2 °C,24.8 °C,23.9 °C,95%,91%,75%,14 kph,2 kph,19 kph,1008 hPa,1006 hPa,1005 hPa,35.1 mm
21,28.3 °C,26.1 °C,23.9 °C,26.1 °C,24.4 °C,23.3 °C,97%,92%,85%,6 kph,1 kph,13 kph,1009 hPa,1008 hPa,1006 hPa,61 mm
22,28.9 °C,26.3 °C,23.7 °C,26.1 °C,24.3 °C,22.8 °C,95%,91%,81%,8 kph,2 kph,13 kph,1008 hPa,1007 hPa,1005 hPa,5.1 mm
23,30.6 °C,26.8 °C,23.1 °C,26.7 °C,24.3 °C,22.2 °C,96%,91%,78%,14 kph,3 kph,34 kph,1009 hPa,1007 hPa,1005 hPa,81.5 mm
24,30.2 °C,27 °C,23.8 °C,26.1 °C,24.3 °C,22.8 °C,96%,88%,73%,10 kph,2 kph,13 kph,1009 hPa,1007 hPa,1006 hPa,1.8 mm
25,30.1 °C,27.1 °C,24.1 °C,26.7 °C,24.1 °C,22.8 °C,95%,91%,77%,5 kph,2 kph,13 kph,1009 hPa,1008 hPa,1006 hPa,15.7 mm
26,30.4 °C,27 °C,23.5 °C,26.7 °C,24.1 °C,22.8 °C,95%,91%,78%,10 kph,2 kph,16 kph,1009 hPa,1006 hPa,1004 hPa,65.3 mm
27,30.1 °C,26.7 °C,23.3 °C,26.1 °C,24.1 °C,22.8 °C,95%,91%,78%,8 kph,2 kph,13 kph,1009 hPa,1008 hPa,1006 hPa,22.4 mm
28,31 °C,27.3 °C,23.6 °C,26.7 °C,24.3 °C,22.8 °C,94%,89%,74%,10 kph,2 kph,14 kph,1011 hPa,1009 hPa,1007 hPa,25.4 mm
29,29.4 °C,26.7 °C,24 °C,26.7 °C,24.6 °C,23.3 °C,95%,90%,81%,10 kph,2 kph,18 kph,1011 hPa,1009 hPa,1007 hPa,2 mm
30,30.4 °C,27.3 °C,24.1 °C,26.7 °C,24.6 °C,23.3 °C,94%,89%,78%,8 kph,2 kph,16 kph,1010 hPa,1008 hPa,1006 hPa,1.8 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Jul,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,30 °C,27.1 °C,24.3 °C,26.7 °C,24.7 °C,23.3 °C,95%,90%,78%,6 kph,1 kph,11 kph,1009 hPa,1007 hPa,1006 hPa,2.3 mm
2,30.4 °C,27.2 °C,23.8 °C,26.1 °C,24.3 °C,22.8 °C,95%,87%,73%,16 kph,3 kph,27 kph,1011 hPa,1009 hPa,1006 hPa,70.9 mm
3,28.9 °C,26.3 °C,23.8 °C,26.1 °C,23.8 °C,22.8 °C,95%,91%,82%,6 kph,2 kph,18 kph,1011 hPa,1009 hPa,1007 hPa,29.7 mm
