date,tempHigh,tempAvg,tempLow,dewHigh,dewAvg,dewLow,humHigh,humAvg,humLow,windHigh,windAvg,windGust,presHigh,presAvg,presLow,rain
24,34.1 °C,29.7 °C,25.2 °C,24.4 °C,22.9 °C,21.7 °C,92%,71%,50%,18 kph,6 kph,26 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
25,33.7 °C,29.3 °C,25.1 °C,24.4 °C,23 °C,21.7 °C,93%,72%,51%,16 kph,7 kph,29 kph,1013 hPa,1012 hPa,1010 hPa,0 mm
26,33.8 °C,29.1 °C,24.3 °C,24.4 °C,22.8 °C,20 °C,90%,72%,48%,13 kph,4 kph,23 kph,1013 hPa,1012 hPa,1010 hPa,0 mm
27,33.8 °C,29.8 °C,25.7 °C,25.6 °C,24.5 °C,23.3 °C,93%,79%,61%,10 kph,3 kph,18 kph,1012 hPa,1010 hPa,1008 hPa,0.5 mm
28,35.3 °C,30.4 °C,25.6 °C,25 °C,24.1 °C,21.1 °C,89%,75%,44%,13 kph,4 kph,26 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
29,35.3 °C,30.5 °C,25.7 °C,25 °C,24 °C,22.8 °C,94%,74%,53%,13 kph,4 kph,26 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
30,33.8 °C,29.5 °C,25.2 °C,24.4 °C,23.3 °C,22.2 °C,89%,71%,53%,14 kph,7 kph,27 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
May,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,34.6 °C,30.2 °C,25.9 °C,24.4 °C,23.4 °C,20.6 °C,88%,70%,45%,19 kph,10 kph,31 kph,1015 hPa,1013 hPa,1010 hPa,0 mm
2,34.5 °C,30.8 °C,27.1 °C,24.4 °C,23.4 °C,20.6 °C,85%,70%,48%,19 kph,10 kph,34 kph,1015 hPa,1013 hPa,1011 hPa,0 mm
3,33.9 °C,29.7 °C,25.4 °C,25 °C,23.8 °C,22.2 °C,89%,73%,54%,16 kph,8 kph,31 kph,1015 hPa,1012 hPa,1010 hPa,0 mm
4,34.3 °C,29.7 °C,25 °C,24.4 °C,23.3 °C,21.7 °C,92%,72%,50%,21 kph,6 kph,32 kph,1015 hPa,1012 hPa,1010 hPa,0 mm
5,33.9 °C,29.8 °C,25.6 °C,25 °C,23.2 °C,21.1 °C,89%,71%,49%,19 kph,8 kph,34 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
6,33.8 °C,30 °C,26.2 °C,23.9 °C,22.8 °C,21.1 °C,84%,69%,50%,19 kph,10 kph,42 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
7,34.4 °C,30.1 °C,25.8 °C,23.9 °C,22.6 °C,20.6 °C,85%,66%,45%,19 kph,10 kph,40 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
8,33.8 °C,29.1 °C,24.5 °C,24.4 °C,22.9 °C,21.1 °C,88%,72%,49%,23 kph,7 kph,40 kph,1015 hPa,1013 hPa,1010 hPa,0 mm
9,34.2 °C,29.6 °C,25 °C,24.4 °C,23 °C,21.7 °C,90%,69%,50%,24 kph,9 kph,39 kph,1015 hPa,1013 hPa,1010 hPa,0 mm
10,34.7 °C,30.1 °C,25.6 °C,24.4 °C,23.5 °C,22.2 °C,89%,70%,51%,16 kph,8 kph,31 kph,1014 hPa,1011 hPa,1009 hPa,0 mm
11,34.6 °C,30.5 °C,26.4 °C,25 °C,23.8 °C,22.2 °C,88%,70%,54%,18 kph,9 kph,27 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
12,35.1 °C,31.3 °C,27.6 °C,24.4 °C,23.9 °C,22.8 °C,84%,70%,50%,18 kph,11 kph,32 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
13,34.6 °C,30.7 °C,26.9 °C,24.4 °C,22.4 °C,18.9 °C,85%,66%,40%,23 kph,10 kph,37 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
14,34.3 °C,29.2 °C,24.1 °C,24.4 °C,22.9 °C,21.1 °C,88%,69%,51%,19 kph,10 kph,34 kph,1013 hPa,1012 hPa,1010 hPa,0 mm
15,32.3 °C,29.5 °C,26.7 °C,25.6 °C,24.4 °C,23.9 °C,88%,80%,63%,16 kph,7 kph,27 kph,1013 hPa,1011 hPa,1009 hPa,7.9 mm
16,32.9 °C,29.2 °C,25.4 °C,25.6 °C,24.1 °C,22.2 °C,91%,76%,57%,16 kph,8 kph,27 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
17,34.7 °C,29.8 °C,24.8 °C,25 °C,23.7 °C,21.7 °C,93%,74%,50%,16 kph,6 kph,26 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
18,33.5 °C,29.6 °C,25.6 °C,25 °C,24.1 °C,23.3 °C,91%,76%,58%,21 kph,7 kph,34 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
19,34.4 °C,30.1 °C,25.8 °C,25 °C,23.4 °C,22.2 °C,90%,72%,52%,18 kph,7 kph,29 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
20,34.4 °C,30.6 °C,26.7 °C,25 °C,24 °C,23.3 °C,88%,73%,53%,16 kph,5 kph,24 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
21,34.3 °C,29.9 °C,25.6 °C,25 °C,23.7 °C,22.8 °C,89%,72%,52%,16 kph,7 kph,27 kph,1014 hPa,1011 hPa,1009 hPa,0 mm
22,33.4 °C,29.5 °C,25.7 °C,26.7 °C,25.2 °C,23.9 °C,95%,87%,62%,16 kph,3 kph,21 kph,1014 hPa,1012 hPa,1009 hPa,6.1 mm
23,28.9 °C,26.8 °C,24.6 °C,25.6 °C,24.6 °C,23.3 °C,96%,92%,84%,10 kph,3 kph,19 kph,1015 hPa,1013 hPa,1011 hPa,1.3 mm
24,32.3 °C,27.9 °C,23.6 °C,26.1 °C,24.2 °C,22.8 °C,97%,82%,66%,13 kph,4 kph,23 kph,1015 hPa,1012 hPa,1010 hPa,0 mm
25,33.2 °C,28.9 °C,24.7 °C,26.1 °C,24.4 °C,23.3 °C,95%,81%,57%,13 kph,4 kph,27 kph,1015 hPa,1012 hPa,1010 hPa,0.3 mm
26,30.3 °C,27.9 °C,25.4 °C,25 °C,24.1 °C,23.3 °C,91%,81%,72%,14 kph,5 kph,24 kph,1015 hPa,1013 hPa,1011 hPa,0 mm
27,34.6 °C,29.7 °C,24.8 °C,25.6 °C,24.2 °C,22.8 °C,93%,78%,55%,16 kph,5 kph,24 kph,1015 hPa,1013 hPa,1011 hPa,0 mm
28,33.3 °C,29.4 °C,25.6 °C,25.6 °C,24.4 °C,23.3 °C,92%,80%,57%,14 kph,4 kph,23 kph,1016 hPa,1013 hPa,1011 hPa,0 mm
29,33.2 °C,28.9 °C,24.7 °C,26.7 °C,24.4 °C,22.2 °C,96%,87%,63%,10 kph,2 kph,24 kph,1014 hPa,1012 hPa,1010 hPa,6.3 mm
30,33.3 °C,28.8 °C,24.4 °C,26.1 °C,24.6 °C,23.3 °C,97%,82%,59%,14 kph,4 kph,24 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
31,34.3 °C,29.6 °C,24.8 °C,26.1 °C,24.9 °C,23.9 °C,96%,83%,63%,10 kph,3 kph,18 kph,1014 hPa,1012 hPa,1010 hPa,0.5 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Jun,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,31.9 °C,28.5 °C,25.1 °C,26.7 °C,24.8 °C,23.9 °C,96%,86%,66%,10 kph,3 kph,19 kph,1014 hPa,1012 hPa,1010 hPa,3.6 mm
2,33.7 °C,28.9 °C,24.2 °C,25.6 °C,24 °C,23.3 °C,97%,79%,57%,11 kph,3 kph,19 kph,1014 hPa,1012 hPa,1010 hPa,0.3 mm
3,35.5 °C,29.7 °C,23.8 °C,25 °C,23.6 °C,22.2 °C,96%,75%,48%,11 kph,3 kph,21 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
4,32.7 °C,29.1 °C,25.6 °C,26.1 °C,25 °C,23.9 °C,96%,86%,67%,10 kph,2 kph,18 kph,1015 hPa,1013 hPa,1011 hPa,13.7 mm
5,33.2 °C,29 °C,24.8 °C,26.7 °C,24.9 °C,23.9 °C,97%,84%,66%,8 kph,2 kph,19 kph,1015 hPa,1012 hPa,1010 hPa,0 mm
6,33.2 °C,28.1 °C,23.1 °C,24.4 °C,23.2 °C,21.7 °C,96%,82%,53%,21 kph,4 kph,47 kph,1015 hPa,1013 hPa,1012 hPa,14 mm
7,34.1 °C,29.4 °C,24.8 °C,25 °C,23.9 °C,22.8 °C,94%,80%,55%,11 kph,3 kph,23 kph,1015 hPa,1013 hPa,1010 hPa,0 mm
8,34.6 °C,29.4 °C,24.3 °C,25.6 °C,23.6 °C,22.2 °C,95%,76%,53%,13 kph,4 kph,26 kph,1014 hPa,1012 hPa,1010 hPa,0.5 mm
9,29.8 °C,26.9 °C,24.1 °C,25 °C,23.7 °C,22.8 °C,95%,89%,73%,5 kph,1 kph,14 kph,1014 hPa,1013 hPa,1013 hPa,0 mm
10,34.2 °C,28.9 °C,23.7 °C,24.4 °C,23.7 °C,22.2 °C,95%,79%,56%,11 kph,3 kph,18 kph,1016 hPa,1013 hPa,1011 hPa,0 mm
11,33.2 °C,29 °C,24.8 °C,26.1 °C,24 °C,22.2 °C,95%,82%,55%,14 kph,4 kph,26 kph,1015 hPa,1013 hPa,1011 hPa,1.8 mm
12,29.7 °C,26.8 °C,24 °C,25.6 °C,24.6 °C,22.8 °C,96%,90%,80%,11 kph,2 kph,19 kph,1015 hPa,1013 hPa,1011 hPa,1.5 mm
13,32.8 °C,28.3 °C,23.7 °C,25.6 °C,24.3 °C,22.8 °C,97%,84%,61%,6 kph,2 kph,16 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
14,33.3 °C,28.3 °C,23.2 °C,25.6 °C,23.7 °C,22.2 °C,96%,80%,56%,11 kph,4 kph,21 kph,1014 hPa,1012 hPa,1009 hPa,0 mm
15,33.6 °C,29.3 °C,24.9 °C,25.6 °C,23.9 °C,22.2 °C,93%,78%,58%,13 kph,4 kph,19 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
16,33.3 °C,28.9 °C,24.6 °C,25.6 °C,23.8 °C,22.2 °C,95%,77%,56%,10 kph,4 kph,19 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
17,33.4 °C,29.1 °C,24.7 °C,25.6 °C,24.2 °C,21.7 °C,96%,79%,54%,18 kph,5 kph,29 kph,1013 hPa,1011 hPa,1009 hPa,2.3 mm
18,32.6 °C,29 °C,25.4 °C,26.1 °C,24.3 °C,23.3 °C,95%,79%,61%,23 kph,7 kph,37 kph,1012 hPa,1010 hPa,1009 hPa,2.8 mm
19,33.8 °C,29.6 °C,25.3 °C,25 °C,23.8 °C,22.8 °C,93%,75%,55%,14 kph,6 kph,26 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
20,31.7 °C,28.3 °C,24.8 °C,26.1 °C,24.6 °C,23.3 °C,96%,86%,71%,11 kph,3 kph,19 kph,1012 hPa,1010 hPa,1009 hPa,2 mm
21,29.1 °C,26.7 °C,24.3 °C,25 °C,24.1 °C,23.3 °C,97%,88%,75%,8 kph,3 kph,21 kph,1013 hPa,1012 hPa,1010 hPa,16 mm
22,31.6 °C,27.3 °C,22.9 °C,25 °C,23.4 °C,21.7 °C,97%,82%,62%,13 kph,5 kph,42 kph,1013 hPa,1011 hPa,1009 hPa,17 mm
23,31.8 °C,27.8 °C,23.8 °C,25.6 °C,24.1 °C,22.8 °C,96%,85%,68%,8 kph,3 kph,21 kph,1013 hPa,1011 hPa,1009 hPa,14 mm
24,31.7 °C,27.8 °C,24 °C,25 °C,23.8 °C,22.2 °C,95%,82%,65%,8 kph,3 kph,16 kph,1013 hPa,1012 hPa,1010 hPa,0.8 mm
25,31.1 °C,27.6 °C,24 °C,26.1 °C,24.2 °C,22.2 °C,97%,90%,71%,13 kph,3 kph,31 kph,1013 hPa,1012 hPa,1010 hPa,16 mm
26,30.4 °C,27.1 °C,23.7 °C,25.6 °C,23.9 °C,22.8 °C,97%,87%,69%,10 kph,3 kph,16 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
27,30.3 °C,27.1 °C,23.9 °C,25 °C,23.9 °C,22.8 °C,97%,86%,71%,10 kph,2 kph,18 kph,1014 hPa,1012 hPa,1010 hPa,0.3 mm
28,30.6 °C,26.9 °C,23.2 °C,25.6 °C,23.8 °C,22.2 °C,96%,85%,71%,13 kph,3 kph,18 kph,1015 hPa,1013 hPa,1011 hPa,0 mm
29,30.3 °C,27.2 °C,24.2 °C,25.6 °C,24.3 °C,23.3 °C,97%,91%,73%,8 kph,2 kph,21 kph,1015 hPa,1013 hPa,1012 hPa,24.9 mm
30,30.3 °C,27.2 °C,24.1 °C,26.1 °C,24.6 °C,22.8 °C,97%,90%,74%,13 kph,3 kph,21 kph,1014 hPa,1012 hPa,1010 hPa,16 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Jul,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,30.4 °C,26.9 °C,23.3 °C,25.6 °C,23.7 °C,22.2 °C,98%,92%,76%,13 kph,3 kph,27 kph,1014 hPa,1012 hPa,1010 hPa,18.3 mm
2,31.5 °C,27.4 °C,23.3 °C,26.7 °C,24.1 °C,22.2 °C,98%,90%,70%,8 kph,3 kph,19 kph,1015 hPa,1013 hPa,1010 hPa,22.1 mm
3,30.9 °C,27.4 °C,24 °C,25 °C,23.7 °C,22.8 °C,97%,85%,67%,8 kph,3 kph,23 kph,1014 hPa,1013 hPa,1011 hPa,0 mm
4,32.2 °C,28.1 °C,23.9 °C,25 °C,24.1 °C,22.8 °C,97%,85%,66%,6 kph,2 kph,16 kph,1013 hPa,1011 hPa,1008 hPa,0 mm
5,30.7 °C,27.3 °C,23.9 °C,25 °C,23.8 °C,22.8 °C,96%,85%,68%,8 kph,3 kph,26 kph,1013 hPa,1011 hPa,1009 hPa,16.3 mm
6,30.7 °C,28.1 °C,25.5 °C,24.4 °C,23.2 °C,22.2 °C,90%,82%,67%,10 kph,4 kph,27 kph,1012 hPa,1010 hPa,1009 hPa,0 mm
7,30.7 °C,27.4 °C,24.2 °C,24.4 °C,22.9 °C,21.7 °C,90%,79%,69%,11 kph,4 kph,26 kph,1012 hPa,1010 hPa,1009 hPa,0.3 mm
8,33.2 °C,29.2 °C,25.2 °C,24.4 °C,22.9 °C,21.7 °C,90%,74%,56%,8 kph,3 kph,24 kph,1012 hPa,1011 hPa,1009 hPa,0 mm
9,29.9 °C,26.7 °C,23.4 °C,23.9 °C,23 °C,21.7 °C,95%,81%,68%,10 kph,3 kph,19 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
10,32.7 °C,27.3 °C,21.9 °C,25.6 °C,23.5 °C,21.1 °C,97%,82%,58%,13 kph,3 kph,21 kph,1013 hPa,1011 hPa,1010 hPa,0 mm
11,32.1 °C,27.8 °C,23.6 °C,26.1 °C,24.2 °C,22.8 °C,97%,84%,66%,11 kph,2 kph,19 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
12,31.6 °C,27.7 °C,23.7 °C,26.1 °C,24.4 °C,22.8 °C,97%,87%,72%,10 kph,2 kph,18 kph,1013 hPa,1012 hPa,1011 hPa,0 mm
13,31.4 °C,27.8 °C,24.2 °C,25.6 °C,24 °C,22.8 °C,97%,88%,65%,6 kph,2 kph,13 kph,1014 hPa,1012 hPa,1009 hPa,6.3 mm
14,31.7 °C,27.5 °C,23.3 °C,26.1 °C,23.8 °C,22.2 °C,96%,88%,70%,8 kph,2 kph,16 kph,1013 hPa,1012 hPa,1010 hPa,1.8 mm
15,33.3 °C,28.1 °C,22.9 °C,26.1 °C,23.6 °C,22.2 °C,98%,83%,61%,13 kph,2 kph,18 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
16,33.4 °C,28.8 °C,24.1 °C,26.1 °C,23.8 °C,22.8 °C,96%,80%,60%,11 kph,3 kph,24 kph,1014 hPa,1013 hPa,1011 hPa,0 mm
17,33.1 °C,28.5 °C,23.9 °C,26.1 °C,23.8 °C,22.2 °C,97%,81%,59%,10 kph,3 kph,21 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
18,33.1 °C,28.1 °C,23.1 °C,25.6 °C,23.9 °C,22.2 °C,97%,82%,59%,11 kph,4 kph,21 kph,1014 hPa,1012 hPa,1009 hPa,0 mm
19,32.4 °C,27.8 °C,23.2 °C,25.6 °C,23.4 °C,22.2 °C,96%,84%,59%,24 kph,5 kph,58 kph,1013 hPa,1012 hPa,1010 hPa,0 mm
20,31.5 °C,27.1 °C,22.6 °C,25 °C,22.8 °C,21.7 °C,96%,82%,62%,14 kph,4 kph,21 kph,1014 hPa,1012 hPa,1011 hPa,0 mm
21,33.3 °C,28.4 °C,23.6 °C,25.6 °C,24.1 °C,21.7 °C,95%,80%,63%,10 kph,3 kph,19 kph,1013 hPa,1012 hPa,1010 hPa,0 mm
22,33.2 °C,28.8 °C,24.6 °C,26.1 °C,23.9 °C,22.2 °C,95%,80%,60%,10 kph,3 kph,21 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
23,32.7 °C,28.1 °C,23.5 °C,26.7 °C,24.3 °C,22.2 °C,96%,85%,68%,8 kph,2 kph,23 kph,1012 hPa,1011 hPa,1009 hPa,4.1 mm
24,33.4 °C,28.5 °C,23.7 °C,26.7 °C,24.4 °C,22.8 °C,98%,85%,63%,6 kph,2 kph,14 kph,1012 hPa,1010 hPa,1008 hPa,1 mm
25,33.7 °C,28.8 °C,23.8 °C,26.1 °C,24.2 °C,22.8 °C,97%,81%,58%,13 kph,2 kph,19 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
26,33.1 °C,28.1 °C,23.1 °C,26.1 °C,23.8 °C,22.2 °C,96%,82%,55%,11 kph,3 kph,27 kph,1013 hPa,1011 hPa,1009 hPa,6.3 mm
27,33.1 °C,28.4 °C,23.8 °C,25.6 °C,24.3 °C,22.2 °C,95%,83%,66%,8 kph,3 kph,18 kph,1013 hPa,1011 hPa,1009 hPa,0.5 mm
28,30.8 °C,27.4 °C,23.9 °C,26.1 °C,23.9 °C,22.2 °C,96%,85%,65%,5 kph,2 kph,13 kph,1013 hPa,1011 hPa,1009 hPa,5.1 mm
29,27.5 °C,25.8 °C,24.1 °C,25 °C,23.8 °C,22.8 °C,97%,93%,82%,5 kph,1 kph,11 kph,1013 hPa,1011 hPa,1009 hPa,9.9 mm
30,30.6 °C,27.6 °C,24.5 °C,23.9 °C,23 °C,21.1 °C,94%,80%,65%,8 kph,4 kph,21 kph,1010 hPa,1008 hPa,1007 hPa,0.3 mm
31,30.2 °C,27.6 °C,24.9 °C,24.4 °C,23.2 °C,21.7 °C,91%,80%,70%,8 kph,3 kph,31 kph,1011 hPa,1009 hPa,1007 hPa,0.8 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Aug,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,31.1 °C,27.9 °C,24.8 °C,25 °C,23.6 °C,22.8 °C,93%,82%,68%,6 kph,2 kph,18 kph,1012 hPa,1010 hPa,1008 hPa,0.5 mm
2,33.3 °C,28.5 °C,23.7 °C,25.6 °C,23.3 °C,22.2 °C,96%,77%,53%,8 kph,2 kph,21 kph,1012 hPa,1010 hPa,1008 hPa,0.5 mm
3,31.9 °C,27.3 °C,22.7 °C,26.1 °C,23.7 °C,21.7 °C,97%,88%,65%,10 kph,1 kph,26 kph,1013 hPa,1011 hPa,1010 hPa,4.1 mm
4,32.9 °C,27.8 °C,22.8 °C,25.6 °C,23.6 °C,22.2 °C,98%,88%,66%,6 kph,1 kph,16 kph,1013 hPa,1011 hPa,1009 hPa,4.3 mm
5,33.3 °C,28.4 °C,23.6 °C,25.6 °C,23.4 °C,22.2 °C,97%,86%,59%,6 kph,2 kph,21 kph,1012 hPa,1011 hPa,1009 hPa,68.3 mm
6,31.3 °C,27.4 °C,23.7 °C,24.4 °C,23.3 °C,22.2 °C,97%,85%,65%,13 kph,4 kph,31 kph,1012 hPa,1010 hPa,1008 hPa,1 mm
7,30.9 °C,27.3 °C,23.6 °C,25 °C,23.2 °C,21.7 °C,94%,83%,70%,10 kph,4 kph,27 kph,1013 hPa,1011 hPa,1009 hPa,0.3 mm
8,31.8 °C,28.8 °C,25.7 °C,25 °C,23.6 °C,22.8 °C,88%,78%,65%,8 kph,3 kph,23 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
9,32.1 °C,27.8 °C,23.6 °C,25.6 °C,23.7 °C,21.7 °C,96%,79%,61%,11 kph,4 kph,27 kph,1011 hPa,1009 hPa,1008 hPa,3 mm
10,31.6 °C,28.5 °C,25.4 °C,26.1 °C,23.4 °C,21.7 °C,86%,76%,63%,8 kph,4 kph,29 kph,1012 hPa,1010 hPa,1008 hPa,2.8 mm
11,32.1 °C,28.4 °C,24.8 °C,24.4 °C,23.4 °C,22.2 °C,91%,77%,61%,8 kph,4 kph,26 kph,1013 hPa,1011 hPa,1010 hPa,0 mm
12,31.7 °C,28.4 °C,25.2 °C,24.4 °C,23.2 °C,21.1 °C,93%,78%,65%,10 kph,2 kph,26 kph,1012 hPa,1011 hPa,1009 hPa,0.8 mm
13,32.4 °C,28.9 °C,25.4 °C,25.6 °C,24 °C,22.8 °C,88%,80%,65%,8 kph,2 kph,26 kph,1011 hPa,1010 hPa,1008 hPa,1.8 mm
14,33 °C,29.6 °C,26.2 °C,25 °C,23.9 °C,22.8 °C,86%,76%,60%,10 kph,3 kph,24 kph,1011 hPa,1009 hPa,1007 hPa,0.3 mm
15,32.7 °C,29 °C,25.2 °C,26.1 °C,24 °C,22.8 °C,92%,80%,64%,8 kph,3 kph,27 kph,1011 hPa,1009 hPa,1008 hPa,7.6 mm
16,31.5 °C,28.6 °C,25.7 °C,25.6 °C,23.8 °C,22.8 °C,87%,79%,67%,6 kph,2 kph,19 kph,1011 hPa,1010 hPa,1008 hPa,0.3 mm
17,32.7 °C,29.1 °C,25.4 °C,25 °C,23.8 °C,23.3 °C,90%,75%,60%,8 kph,3 kph,24 kph,1011 hPa,1010 hPa,1008 hPa,0 mm
18,33.6 °C,29.8 °C,25.9 °C,25 °C,23.7 °C,22.8 °C,88%,75%,58%,6 kph,2 kph,19 kph,1010 hPa,1009 hPa,1007 hPa,0 mm
19,34.8 °C,29.3 °C,23.8 °C,25 °C,23.2 °C,22.2 °C,93%,74%,56%,6 kph,3 kph,24 kph,1010 hPa,1009 hPa,1007 hPa,0 mm
20,32.5 °C,27.9 °C,23.3 °C,25 °C,23.9 °C,22.2 °C,96%,84%,65%,8 kph,3 kph,29 kph,1010 hPa,1008 hPa,1005 hPa,18.8 mm
21,30.2 °C,26.7 °C,23.3 °C,25 °C,23.3 °C,22.2 °C,97%,89%,73%,6 kph,3 kph,23 kph,1009 hPa,1007 hPa,1005 hPa,19 mm
22,30.9 °C,27.6 °C,24.2 °C,25 °C,23.4 °C,22.2 °C,94%,81%,69%,10 kph,4 kph,24 kph,1010 hPa,1008 hPa,1006 hPa,0.3 mm
23,31.3 °C,28 °C,24.7 °C,26.1 °C,23.8 °C,22.2 °C,90%,81%,67%,10 kph,3 kph,24 kph,1010 hPa,1008 hPa,1007 hPa,0 mm
24,33 °C,28.4 °C,23.8 °C,26.1 °C,23.9 °C,22.2 °C,94%,78%,62%,6 kph,2 kph,19 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
25,33.6 °C,28.4 °C,23.2 °C,25.6 °C,24 °C,22.2 °C,96%,79%,62%,8 kph,2 kph,23 kph,1011 hPa,1010 hPa,1008 hPa,0 mm
26,34.7 °C,29.3 °C,24 °C,26.1 °C,24 °C,22.8 °C,95%,78%,62%,8 kph,2 kph,23 kph,1014 hPa,1012 hPa,1009 hPa,0 mm
27,32.6 °C,27.9 °C,23.3 °C,25.6 °C,23.3 °C,22.2 °C,96%,78%,63%,8 kph,3 kph,23 kph,1014 hPa,1013 hPa,1011 hPa,0 mm
28,33.9 °C,28.7 °C,23.3 °C,25.6 °C,23.2 °C,21.7 °C,94%,75%,53%,5 kph,2 kph,21 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
29,35.2 °C,29.6 °C,23.9 °C,26.1 °C,24.2 °C,22.8 °C,95%,78%,57%,6 kph,2 kph,18 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
30,35.1 °C,29.1 °C,23.1 °C,26.1 °C,23.8 °C,22.2 °C,97%,79%,49%,5 kph,1 kph,14 kph,1015 hPa,1013 hPa,1010 hPa,0 mm
31,34.1 °C,28.8 °C,23.5 °C,26.7 °C,24.4 °C,22.8 °C,97%,83%,58%,6 kph,1 kph,14 kph,1015 hPa,1013 hPa,1010 hPa,0.8 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Sep,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,35.8 °C,29.6 °C,23.3 °C,26.7 °C,23.9 °C,21.7 °C,97%,78%,46%,5 kph,2 kph,14 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
