date,tempHigh,tempAvg,tempLow,dewHigh,dewAvg,dewLow,humHigh,humAvg,humLow,windHigh,windAvg,windGust,presHigh,presAvg,presLow,rain
29,33.4 °C,29.3 °C,25.2 °C,27.2 °C,25.6 °C,24.4 °C,97%,83%,67%,6 kph,2 kph,16 kph,1014 hPa,1011 hPa,1008 hPa,0.8 mm
30,33.5 °C,29.3 °C,25.1 °C,26.7 °C,25.4 °C,23.9 °C,96%,81%,65%,6 kph,2 kph,18 kph,1015 hPa,1012 hPa,1008 hPa,0 mm
31,33.9 °C,29.8 °C,25.6 °C,26.7 °C,25.1 °C,23.9 °C,96%,83%,64%,6 kph,2 kph,16 kph,1016 hPa,1013 hPa,1009 hPa,2.3 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Jun,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,32.9 °C,28.8 °C,24.6 °C,26.7 °C,24.4 °C,23.3 °C,97%,88%,69%,6 kph,1 kph,21 kph,1016 hPa,1008 hPa,1000 hPa,4.1 mm
2,32.6 °C,28.4 °C,24.1 °C,26.7 °C,24.6 °C,22.8 °C,97%,87%,68%,5 kph,1 kph,16 kph,1015 hPa,1006 hPa,996 hPa,10.7 mm
3,33.4 °C,29.1 °C,24.7 °C,26.1 °C,25 °C,23.9 °C,97%,84%,65%,6 kph,2 kph,19 kph,1015 hPa,1010 hPa,1004 hPa,0 mm
4,32.4 °C,28.4 °C,24.3 °C,26.1 °C,24.6 °C,23.3 °C,96%,82%,66%,5 kph,1 kph,13 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
5,33.4 °C,29 °C,24.6 °C,26.1 °C,24.7 °C,23.3 °C,94%,80%,62%,5 kph,2 kph,16 kph,1016 hPa,1012 hPa,1009 hPa,0 mm
6,32.5 °C,28.8 °C,25.1 °C,26.1 °C,24.6 °C,23.9 °C,95%,86%,69%,3 kph,1 kph,13 kph,1016 hPa,1012 hPa,1007 hPa,0.3 mm
7,32.8 °C,28.4 °C,23.9 °C,26.1 °C,24.1 °C,22.8 °C,97%,91%,69%,5 kph,1 kph,16 kph,1015 hPa,1009 hPa,1002 hPa,3.6 mm
8,34 °C,28.8 °C,23.6 °C,26.7 °C,24.7 °C,22.8 °C,97%,84%,63%,5 kph,1 kph,14 kph,1016 hPa,1010 hPa,1005 hPa,0 mm
9,32 °C,28.2 °C,24.4 °C,26.1 °C,24.4 °C,23.3 °C,97%,92%,71%,3 kph,0 kph,8 kph,1016 hPa,1013 hPa,1010 hPa,0 mm
10,34 °C,28.8 °C,23.6 °C,26.7 °C,24.2 °C,22.8 °C,96%,83%,62%,6 kph,2 kph,21 kph,1015 hPa,1011 hPa,1008 hPa,11.9 mm
11,32 °C,27.9 °C,23.8 °C,27.2 °C,25 °C,22.8 °C,96%,86%,73%,6 kph,2 kph,16 kph,1016 hPa,1011 hPa,1005 hPa,2 mm
12,32.7 °C,28.7 °C,24.7 °C,26.7 °C,24.9 °C,23.9 °C,97%,85%,65%,5 kph,1 kph,13 kph,1015 hPa,1011 hPa,1006 hPa,0 mm
13,31.4 °C,27.6 °C,23.8 °C,26.7 °C,24.2 °C,22.8 °C,96%,90%,73%,6 kph,1 kph,19 kph,1016 hPa,1010 hPa,1003 hPa,6.1 mm
14,32.7 °C,28.2 °C,23.6 °C,26.7 °C,24.7 °C,22.8 °C,98%,84%,69%,6 kph,1 kph,16 kph,1014 hPa,1010 hPa,1006 hPa,0 mm
15,32.9 °C,28.5 °C,24.1 °C,27.2 °C,25.1 °C,23.3 °C,96%,82%,65%,5 kph,1 kph,14 kph,1014 hPa,1011 hPa,1007 hPa,0 mm
16,33.8 °C,29.4 °C,24.9 °C,26.1 °C,24.7 °C,23.9 °C,96%,83%,63%,5 kph,1 kph,13 kph,1015 hPa,1011 hPa,1007 hPa,0 mm
17,34.4 °C,29.6 °C,24.7 °C,26.1 °C,24.8 °C,23.3 °C,96%,80%,55%,6 kph,2 kph,16 kph,1012 hPa,1009 hPa,1007 hPa,1.3 mm
18,33.7 °C,28.9 °C,24.2 °C,26.7 °C,24.9 °C,23.3 °C,96%,86%,64%,5 kph,2 kph,21 kph,1013 hPa,1009 hPa,1006 hPa,1.3 mm
19,30.8 °C,27.6 °C,24.2 °C,26.1 °C,24.3 °C,23.3 °C,97%,92%,78%,5 kph,1 kph,14 kph,1011 hPa,1005 hPa,999 hPa,6.3 mm
20,27.9 °C,25.8 °C,23.7 °C,25.6 °C,23.5 °C,22.8 °C,98%,96%,88%,3 kph,1 kph,11 kph,1014 hPa,1010 hPa,1005 hPa,94.2 mm
21,31.6 °C,27.4 °C,23.3 °C,26.1 °C,24.2 °C,22.2 °C,97%,88%,72%,3 kph,1 kph,10 kph,1016 hPa,1010 hPa,1005 hPa,0.3 mm
22,31.6 °C,27.8 °C,24 °C,25 °C,23.6 °C,22.8 °C,96%,82%,66%,5 kph,2 kph,14 kph,1012 hPa,1008 hPa,1004 hPa,0.3 mm
23,30 °C,27.1 °C,24.2 °C,24.4 °C,23.4 °C,22.8 °C,96%,85%,72%,5 kph,1 kph,14 kph,1012 hPa,1009 hPa,1005 hPa,0.8 mm
24,33.2 °C,28.5 °C,23.9 °C,25.6 °C,23.2 °C,22.2 °C,95%,82%,57%,8 kph,2 kph,23 kph,1014 hPa,1008 hPa,1002 hPa,1.3 mm
25,32.3 °C,27.8 °C,23.2 °C,25.6 °C,23.4 °C,21.7 °C,95%,84%,66%,5 kph,1 kph,19 kph,1015 hPa,1010 hPa,1004 hPa,23.1 mm
26,32.2 °C,28.1 °C,24.1 °C,26.1 °C,24.1 °C,22.8 °C,96%,86%,66%,3 kph,1 kph,14 kph,1013 hPa,1010 hPa,1006 hPa,1.8 mm
27,30.2 °C,26.9 °C,23.7 °C,25.6 °C,24.1 °C,22.8 °C,96%,92%,75%,3 kph,1 kph,13 kph,1013 hPa,1008 hPa,1002 hPa,2.8 mm
28,31.6 °C,27.8 °C,24 °C,26.1 °C,24.5 °C,23.3 °C,97%,86%,67%,6 kph,1 kph,19 kph,1015 hPa,1010 hPa,1005 hPa,0.3 mm
29,31.9 °C,28.5 °C,25.1 °C,27.2 °C,25.1 °C,23.9 °C,97%,87%,72%,5 kph,1 kph,10 kph,1018 hPa,1012 hPa,1005 hPa,0.8 mm
30,32.5 °C,28.3 °C,24.2 °C,27.2 °C,24.4 °C,23.3 °C,96%,84%,63%,5 kph,1 kph,14 kph,1015 hPa,1009 hPa,1003 hPa,3 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Jul,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,31.2 °C,27.8 °C,24.4 °C,26.7 °C,24.6 °C,23.3 °C,97%,90%,75%,3 kph,1 kph,11 kph,1015 hPa,1011 hPa,1006 hPa,0 mm
2,28.7 °C,26.3 °C,24 °C,25.6 °C,24.3 °C,22.8 °C,97%,94%,83%,2 kph,0 kph,5 kph,1013 hPa,1009 hPa,1005 hPa,1.5 mm
3,32.1 °C,27.7 °C,23.2 °C,26.7 °C,24.4 °C,22.2 °C,98%,87%,72%,5 kph,1 kph,14 kph,1018 hPa,1013 hPa,1008 hPa,0 mm
4,32.2 °C,27.8 °C,23.4 °C,26.1 °C,24.4 °C,22.2 °C,96%,87%,67%,6 kph,1 kph,16 kph,1013 hPa,1010 hPa,1006 hPa,4.1 mm
5,31.8 °C,28.2 °C,24.6 °C,26.1 °C,24.6 °C,23.3 °C,96%,87%,67%,5 kph,1 kph,16 kph,1013 hPa,1007 hPa,1001 hPa,0.8 mm
6,32.1 °C,28.1 °C,24.1 °C,27.2 °C,24.7 °C,22.8 °C,96%,87%,74%,5 kph,1 kph,18 kph,1012 hPa,1007 hPa,1002 hPa,0 mm
7,32.6 °C,28.3 °C,23.9 °C,27.2 °C,24.8 °C,22.8 °C,96%,84%,68%,3 kph,1 kph,11 kph,1011 hPa,1009 hPa,1006 hPa,0 mm
8,32.2 °C,28.4 °C,24.6 °C,27.2 °C,24.9 °C,22.8 °C,95%,87%,72%,5 kph,1 kph,19 kph,1012 hPa,1009 hPa,1007 hPa,0 mm
9,29.9 °C,27.6 °C,25.3 °C,26.1 °C,24.8 °C,23.9 °C,95%,89%,78%,5 kph,2 kph,21 kph,1012 hPa,1009 hPa,1005 hPa,1.8 mm
10,29.8 °C,27.1 °C,24.4 °C,26.1 °C,24.4 °C,23.3 °C,97%,92%,79%,3 kph,1 kph,14 kph,1011 hPa,1008 hPa,1005 hPa,22.9 mm
11,31.6 °C,27.9 °C,24.2 °C,27.2 °C,25.1 °C,23.3 °C,98%,90%,74%,5 kph,1 kph,18 kph,1016 hPa,1011 hPa,1006 hPa,0 mm
12,31.6 °C,27.6 °C,23.6 °C,27.2 °C,24.9 °C,22.8 °C,97%,88%,69%,6 kph,1 kph,18 kph,1013 hPa,1011 hPa,1008 hPa,0 mm
13,31.8 °C,27.5 °C,23.2 °C,27.2 °C,24.2 °C,22.2 °C,97%,90%,71%,5 kph,1 kph,16 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
14,32.2 °C,27.9 °C,23.7 °C,26.7 °C,23.9 °C,22.2 °C,98%,88%,70%,5 kph,1 kph,16 kph,1015 hPa,1011 hPa,1008 hPa,0 mm
15,31.4 °C,27.4 °C,23.4 °C,26.7 °C,24.4 °C,22.8 °C,97%,88%,74%,5 kph,1 kph,14 kph,1014 hPa,1011 hPa,1007 hPa,0 mm
16,32.3 °C,27.6 °C,22.8 °C,25.6 °C,24.2 °C,22.2 °C,97%,83%,67%,5 kph,1 kph,13 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
17,33.3 °C,28.6 °C,23.8 °C,26.7 °C,24.7 °C,22.8 °C,97%,84%,60%,6 kph,1 kph,16 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
18,33.3 °C,28.7 °C,24.1 °C,26.7 °C,24.6 °C,23.3 °C,97%,82%,61%,5 kph,1 kph,13 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
19,33.2 °C,28.6 °C,24.1 °C,26.1 °C,24.5 °C,23.3 °C,97%,83%,64%,5 kph,1 kph,16 kph,1012 hPa,1010 hPa,1007 hPa,0.3 mm
20,32.1 °C,28.3 °C,24.6 °C,26.1 °C,24.5 °C,23.3 °C,97%,87%,65%,5 kph,1 kph,16 kph,1013 hPa,1010 hPa,1008 hPa,6.3 mm
21,32.4 °C,28.3 °C,24.2 °C,26.1 °C,24.7 °C,23.3 °C,97%,85%,66%,5 kph,1 kph,13 kph,1014 hPa,1011 hPa,1009 hPa,0 mm
22,33.3 °C,28.4 °C,23.6 °C,26.1 °C,24.4 °C,22.8 °C,97%,84%,60%,5 kph,1 kph,14 kph,1013 hPa,1011 hPa,1008 hPa,0 mm
23,33.4 °C,28.7 °C,23.8 °C,26.1 °C,24.3 °C,22.8 °C,97%,85%,62%,8 kph,1 kph,18 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
24,33.1 °C,28.7 °C,24.3 °C,25.6 °C,24.1 °C,23.3 °C,96%,85%,61%,5 kph,1 kph,13 kph,1012 hPa,1009 hPa,1007 hPa,0 mm
25,32.7 °C,28.1 °C,23.4 °C,26.1 °C,24.3 °C,22.2 °C,97%,82%,65%,6 kph,2 kph,18 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
26,32.4 °C,28.2 °C,23.9 °C,26.1 °C,24.6 °C,22.8 °C,96%,84%,67%,6 kph,1 kph,21 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
27,28 °C,25.8 °C,23.6 °C,25.6 °C,24.2 °C,22.8 °C,96%,92%,86%,2 kph,1 kph,6 kph,1012 hPa,1009 hPa,1006 hPa,1.8 mm
28,31.1 °C,27.3 °C,23.7 °C,26.1 °C,24 °C,22.8 °C,97%,92%,71%,3 kph,0 kph,8 kph,1015 hPa,1009 hPa,1003 hPa,3.8 mm
29,29.3 °C,26.3 °C,23.3 °C,25.6 °C,23.9 °C,22.8 °C,98%,94%,81%,3 kph,0 kph,11 kph,1014 hPa,1007 hPa,1001 hPa,16.8 mm
30,31.9 °C,27.7 °C,23.4 °C,25.6 °C,23.6 °C,22.2 °C,97%,82%,65%,6 kph,2 kph,26 kph,1014 hPa,1009 hPa,1004 hPa,0 mm
31,31.5 °C,27.8 °C,24.1 °C,26.1 °C,24.1 °C,22.8 °C,96%,86%,69%,3 kph,1 kph,11 kph,1009 hPa,1007 hPa,1004 hPa,1.8 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Aug,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,29.1 °C,26.1 °C,23 °C,25.6 °C,23.7 °C,22.2 °C,97%,92%,83%,5 kph,1 kph,16 kph,1009 hPa,1006 hPa,1002 hPa,3.6 mm
2,25.8 °C,24.7 °C,23.6 °C,23.9 °C,23.4 °C,22.8 °C,97%,96%,92%,5 kph,1 kph,14 kph,1010 hPa,1008 hPa,1005 hPa,36.8 mm
3,31.3 °C,27.1 °C,22.9 °C,26.1 °C,23.9 °C,22.2 °C,97%,89%,71%,6 kph,2 kph,23 kph,1014 hPa,1007 hPa,1001 hPa,0 mm
4,31.3 °C,27.1 °C,22.8 °C,26.7 °C,24 °C,22.2 °C,98%,87%,70%,5 kph,1 kph,14 kph,1013 hPa,1009 hPa,1006 hPa,0 mm
5,32.7 °C,27.9 °C,23.1 °C,26.1 °C,23.8 °C,22.2 °C,97%,84%,64%,5 kph,1 kph,14 kph,1013 hPa,1010 hPa,1006 hPa,0 mm
6,30.6 °C,27.3 °C,24.1 °C,25.6 °C,23.6 °C,22.2 °C,95%,88%,70%,5 kph,1 kph,11 kph,1012 hPa,1009 hPa,1007 hPa,1.3 mm
7,33.3 °C,28.4 °C,23.6 °C,26.1 °C,23.6 °C,21.7 °C,96%,84%,53%,5 kph,1 kph,18 kph,1011 hPa,1009 hPa,1007 hPa,1.3 mm
8,32.4 °C,27.7 °C,23.1 °C,26.7 °C,24.4 °C,22.2 °C,97%,87%,68%,5 kph,1 kph,16 kph,1012 hPa,1010 hPa,1007 hPa,0.3 mm
9,32.8 °C,28.3 °C,23.8 °C,27.8 °C,24.8 °C,22.8 °C,97%,86%,72%,5 kph,1 kph,14 kph,1012 hPa,1009 hPa,1006 hPa,0.3 mm
10,31.6 °C,27.8 °C,24.1 °C,26.7 °C,24.3 °C,22.8 °C,95%,88%,69%,6 kph,2 kph,21 kph,1011 hPa,1009 hPa,1006 hPa,7.4 mm
11,29 °C,26.8 °C,24.7 °C,25.6 °C,24.4 °C,22.2 °C,95%,89%,80%,3 kph,1 kph,14 kph,1013 hPa,1009 hPa,1005 hPa,0.5 mm
12,31.8 °C,27.7 °C,23.7 °C,27.2 °C,25.2 °C,22.8 °C,97%,88%,75%,5 kph,1 kph,13 kph,1013 hPa,1010 hPa,1006 hPa,2.5 mm
13,32.9 °C,28.7 °C,24.5 °C,27.2 °C,25.3 °C,23.3 °C,97%,85%,70%,6 kph,2 kph,18 kph,1012 hPa,1009 hPa,1006 hPa,0.3 mm
14,32.5 °C,28.1 °C,23.6 °C,27.2 °C,25.1 °C,22.8 °C,96%,85%,72%,6 kph,2 kph,18 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
15,32.7 °C,28.5 °C,24.3 °C,27.2 °C,25.1 °C,23.3 °C,96%,84%,69%,6 kph,2 kph,19 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
16,32.9 °C,28.6 °C,24.3 °C,27.2 °C,25.3 °C,23.3 °C,96%,85%,66%,5 kph,1 kph,16 kph,1010 hPa,1008 hPa,1006 hPa,0 mm
17,32.3 °C,28.7 °C,25 °C,27.2 °C,25.4 °C,23.9 °C,96%,88%,70%,6 kph,1 kph,23 kph,1010 hPa,1008 hPa,1005 hPa,1 mm
18,32.5 °C,28.1 °C,23.7 °C,27.2 °C,25.3 °C,22.8 °C,97%,87%,73%,6 kph,2 kph,18 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
19,32.8 °C,28.6 °C,24.3 °C,27.2 °C,25.7 °C,23.3 °C,97%,88%,72%,6 kph,2 kph,23 kph,1010 hPa,1007 hPa,1005 hPa,0 mm
20,34.9 °C,29.4 °C,23.9 °C,26.7 °C,24 °C,22.2 °C,97%,77%,50%,6 kph,1 kph,21 kph,1010 hPa,1007 hPa,1004 hPa,0 mm
21,28.6 °C,26.1 °C,23.6 °C,25.6 °C,24.1 °C,22.8 °C,97%,91%,80%,3 kph,1 kph,13 kph,1007 hPa,1004 hPa,1002 hPa,84.6 mm
22,25.5 °C,24.4 °C,23.3 °C,24.4 °C,23.1 °C,22.8 °C,98%,97%,94%,2 kph,0 kph,8 kph,1008 hPa,1006 hPa,1004 hPa,69.6 mm
23,33.1 °C,28.4 °C,23.7 °C,26.7 °C,24.1 °C,22.8 °C,97%,86%,61%,5 kph,1 kph,21 kph,1010 hPa,1006 hPa,1002 hPa,0 mm
24,31.9 °C,27.9 °C,24 °C,27.2 °C,24.9 °C,22.8 °C,97%,89%,75%,5 kph,1 kph,19 kph,1010 hPa,1007 hPa,1004 hPa,2.3 mm
25,32 °C,28.1 °C,24.1 °C,27.2 °C,25.4 °C,23.3 °C,97%,90%,78%,5 kph,1 kph,18 kph,1011 hPa,1008 hPa,1006 hPa,2 mm
26,31.6 °C,28 °C,24.3 °C,27.2 °C,24.9 °C,23.3 °C,98%,93%,75%,6 kph,1 kph,19 kph,1013 hPa,1007 hPa,1001 hPa,48 mm
27,32.4 °C,28.3 °C,24.2 °C,26.7 °C,24.9 °C,23.3 °C,98%,90%,69%,3 kph,1 kph,11 kph,1016 hPa,1012 hPa,1008 hPa,0.5 mm
28,32.1 °C,28.4 °C,24.7 °C,26.7 °C,25.5 °C,23.9 °C,98%,88%,74%,6 kph,1 kph,18 kph,1014 hPa,1011 hPa,1009 hPa,0 mm
29,31.4 °C,28.1 °C,24.8 °C,27.2 °C,25.4 °C,23.9 °C,97%,90%,77%,5 kph,1 kph,19 kph,1013 hPa,1011 hPa,1008 hPa,0 mm
30,32.3 °C,28.3 °C,24.3 °C,26.7 °C,25.3 °C,23.3 °C,98%,88%,73%,5 kph,1 kph,16 kph,1015 hPa,1012 hPa,1009 hPa,0 mm
31,32.1 °C,28.3 °C,24.4 °C,27.2 °C,25.2 °C,23.9 °C,98%,86%,69%,5 kph,1 kph,19 kph,1014 hPa,1012 hPa,1009 hPa,0 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Sep,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,32.6 °C,28.4 °C,24.2 °C,27.2 °C,24.9 °C,23.3 °C,98%,84%,65%,5 kph,1 kph,16 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
2,32.1 °C,28 °C,23.8 °C,27.2 °C,24.8 °C,22.8 °C,98%,86%,73%,6 kph,2 kph,18 kph,1012 hPa,1009 hPa,1007 hPa,0 mm
3,33 °C,28.2 °C,23.3 °C,26.1 °C,24 °C,22.2 °C,97%,84%,62%,5 kph,1 kph,14 kph,1011 hPa,1009 hPa,1007 hPa,0.8 mm
4,32.4 °C,27.9 °C,23.3 °C,26.7 °C,24.1 °C,22.2 °C,96%,88%,69%,5 kph,1 kph,14 kph,1012 hPa,1010 hPa,1008 hPa,1.5 mm
5,32.7 °C,28.6 °C,24.4 °C,27.2 °C,24.8 °C,23.3 °C,97%,89%,72%,6 kph,1 kph,23 kph,1013 hPa,1011 hPa,1008 hPa,1.3 mm
6,31.8 °C,28 °C,24.2 °C,27.2 °C,25.1 °C,23.3 °C,98%,88%,75%,5 kph,1 kph,19 kph,1014 hPa,1012 hPa,1009 hPa,0.3 mm
7,32.6 °C,28.1 °C,23.5 °C,26.1 °C,24.1 °C,22.8 °C,97%,84%,65%,6 kph,1 kph,14 kph,1012 hPa,1011 hPa,1009 hPa,0 mm
8,31.7 °C,27.9 °C,24.3 °C,26.1 °C,24.3 °C,23.3 °C,97%,90%,70%,3 kph,1 kph,14 kph,1013 hPa,1011 hPa,1009 hPa,5.1 mm
9,30.9 °C,27.3 °C,23.6 °C,25.6 °C,23.7 °C,22.8 °C,97%,93%,73%,3 kph,1 kph,16 kph,1012 hPa,1009 hPa,1005 hPa,75.4 mm
10,29.7 °C,26.6 °C,23.4 °C,25 °C,23.9 °C,22.8 °C,98%,91%,77%,3 kph,1 kph,8 kph,1013 hPa,1006 hPa,999 hPa,4.6 mm
11,32.2 °C,27.8 °C,23.4 °C,26.1 °C,24 °C,22.8 °C,97%,85%,69%,5 kph,1 kph,19 kph,1013 hPa,1009 hPa,1006 hPa,0 mm
12,31.9 °C,27.6 °C,23.3 °C,26.7 °C,24.2 °C,22.2 °C,96%,88%,71%,5 kph,1 kph,16 kph,1012 hPa,1010 hPa,1008 hPa,4.3 mm
13,32.4 °C,28.2 °C,24 °C,25 °C,22.9 °C,20.6 °C,94%,81%,54%,5 kph,1 kph,18 kph,1012 hPa,1010 hPa,1007 hPa,0.8 mm
14,30.2 °C,27.3 °C,24.6 °C,25 °C,23.7 °C,22.2 °C,94%,83%,70%,3 kph,1 kph,13 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
