date,tempHigh,tempAvg,tempLow,dewHigh,dewAvg,dewLow,humHigh,humAvg,humLow,windHigh,windAvg,windGust,presHigh,presAvg,presLow,rain
7,36.3 °C,28.7 °C,21.2 °C,22.2 °C,21 °C,19.4 °C,92%,69%,44%,10 kph,3 kph,21 kph,1017 hPa,1014 hPa,1012 hPa,0 mm
8,35.3 °C,28.4 °C,21.7 °C,23.3 °C,21.3 °C,20 °C,91%,67%,47%,10 kph,4 kph,19 kph,1016 hPa,1014 hPa,1012 hPa,0 mm
9,36.9 °C,29.4 °C,21.9 °C,22.2 °C,20.3 °C,18.3 °C,92%,61%,37%,8 kph,4 kph,18 kph,1015 hPa,1012 hPa,1009 hPa,0 mm
10,37.9 °C,30.1 °C,22.3 °C,22.2 °C,19.8 °C,16.7 °C,87%,57%,36%,8 kph,5 kph,21 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
11,37.6 °C,30.4 °C,23.3 °C,22.8 °C,21.5 °C,20 °C,88%,64%,39%,10 kph,3 kph,18 kph,1013 hPa,1010 hPa,1007 hPa,0 mm
12,38.3 °C,31 °C,23.7 °C,23.3 °C,22 °C,20.6 °C,89%,65%,37%,8 kph,3 kph,18 kph,1013 hPa,1010 hPa,1006 hPa,0 mm
13,39.3 °C,30.9 °C,22.5 °C,23.3 °C,22.4 °C,20.6 °C,94%,67%,40%,10 kph,5 kph,31 kph,1012 hPa,1008 hPa,1005 hPa,0 mm
14,39.8 °C,32.3 °C,24.8 °C,25 °C,23.3 °C,21.7 °C,92%,67%,37%,10 kph,3 kph,23 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
15,38.1 °C,32.4 °C,26.8 °C,25.6 °C,24.1 °C,22.8 °C,88%,71%,45%,6 kph,3 kph,18 kph,1015 hPa,1012 hPa,1009 hPa,0 mm
16,38.9 °C,31.6 °C,24.2 °C,24.4 °C,23.2 °C,22.2 °C,91%,68%,41%,10 kph,3 kph,24 kph,1015 hPa,1012 hPa,1009 hPa,0 mm
17,38.1 °C,31.5 °C,24.9 °C,23.9 °C,22.6 °C,20.6 °C,91%,65%,40%,8 kph,3 kph,21 kph,1015 hPa,1012 hPa,1009 hPa,0 mm
18,38.6 °C,31.2 °C,23.7 °C,24.4 °C,21.3 °C,18.9 °C,83%,61%,34%,16 kph,5 kph,29 kph,1016 hPa,1013 hPa,1011 hPa,0 mm
19,35.9 °C,30.1 °C,24.3 °C,24.4 °C,22.4 °C,20 °C,92%,68%,45%,13 kph,4 kph,23 kph,1017 hPa,1015 hPa,1012 hPa,0 mm
20,35.6 °C,29.9 °C,24.2 °C,23.9 °C,21.9 °C,19.4 °C,89%,71%,49%,8 kph,2 kph,18 kph,1017 hPa,1015 hPa,1012 hPa,0.3 mm
21,37.8 °C,29.9 °C,22.1 °C,22.8 °C,21.5 °C,20.6 °C,94%,67%,38%,6 kph,3 kph,23 kph,1016 hPa,1013 hPa,1010 hPa,0 mm
22,37.7 °C,29.9 °C,22.1 °C,22.2 °C,20.8 °C,18.9 °C,91%,62%,36%,11 kph,4 kph,24 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
23,38.6 °C,30.5 °C,22.4 °C,21.7 °C,20.1 °C,17.8 °C,86%,59%,30%,10 kph,5 kph,21 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
24,39.1 °C,31 °C,22.9 °C,23.3 °C,20.6 °C,18.3 °C,82%,59%,30%,11 kph,4 kph,27 kph,1014 hPa,1011 hPa,1007 hPa,0 mm
25,37 °C,30.8 °C,24.6 °C,25 °C,23.1 °C,21.1 °C,96%,73%,42%,8 kph,3 kph,24 kph,1014 hPa,1012 hPa,1009 hPa,4.8 mm
26,38.8 °C,31.4 °C,23.9 °C,23.3 °C,21 °C,18.3 °C,92%,60%,33%,8 kph,4 kph,18 kph,1013 hPa,1010 hPa,1007 hPa,0 mm
27,39.9 °C,30.7 °C,21.4 °C,23.3 °C,19.4 °C,17.2 °C,86%,56%,28%,13 kph,4 kph,21 kph,1012 hPa,1009 hPa,1005 hPa,0 mm
28,38.2 °C,31.5 °C,24.8 °C,24.4 °C,23.4 °C,21.1 °C,93%,72%,39%,14 kph,3 kph,27 kph,1013 hPa,1010 hPa,1007 hPa,23.4 mm
29,35.4 °C,30.3 °C,25.3 °C,25 °C,23.9 °C,22.8 °C,94%,79%,53%,8 kph,3 kph,18 kph,1013 hPa,1011 hPa,1008 hPa,0 mm
30,35.4 °C,30.1 °C,24.7 °C,25 °C,23.7 °C,22.8 °C,94%,78%,51%,10 kph,3 kph,16 kph,1014 hPa,1011 hPa,1008 hPa,0.3 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
May,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,37.3 °C,30.6 °C,23.9 °C,24.4 °C,23.4 °C,21.7 °C,96%,77%,45%,13 kph,3 kph,26 kph,1014 hPa,1011 hPa,1008 hPa,0.5 mm
2,38.2 °C,31.1 °C,24.1 °C,24.4 °C,22.9 °C,21.1 °C,95%,68%,41%,8 kph,3 kph,23 kph,1014 hPa,1012 hPa,1009 hPa,0.3 mm
3,38.1 °C,31.4 °C,24.7 °C,23.9 °C,22.1 °C,20.6 °C,84%,67%,41%,6 kph,3 kph,13 kph,1014 hPa,1012 hPa,1009 hPa,0 mm
4,37.7 °C,31.4 °C,25.1 °C,24.4 °C,23 °C,20 °C,85%,66%,42%,6 kph,3 kph,18 kph,1015 hPa,1012 hPa,1009 hPa,0 mm
5,37.7 °C,29.9 °C,22 °C,22.8 °C,21.4 °C,18.3 °C,90%,66%,41%,6 kph,3 kph,16 kph,1015 hPa,1012 hPa,1009 hPa,0 mm
6,38.7 °C,31.2 °C,23.8 °C,23.3 °C,22.3 °C,21.1 °C,92%,64%,39%,6 kph,3 kph,19 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
7,38.7 °C,31.6 °C,24.6 °C,22.8 °C,21.8 °C,21.1 °C,87%,63%,38%,10 kph,3 kph,19 kph,1014 hPa,1011 hPa,1009 hPa,0 mm
8,36.9 °C,29.8 °C,22.7 °C,23.3 °C,21.8 °C,20.6 °C,96%,67%,41%,11 kph,3 kph,19 kph,1014 hPa,1012 hPa,1009 hPa,0 mm
9,38.1 °C,30.7 °C,23.3 °C,22.8 °C,21.9 °C,20.6 °C,92%,64%,39%,11 kph,3 kph,21 kph,1015 hPa,1011 hPa,1008 hPa,0 mm
10,39.8 °C,31.7 °C,23.6 °C,23.9 °C,21.6 °C,19.4 °C,87%,61%,31%,8 kph,3 kph,18 kph,1013 hPa,1010 hPa,1006 hPa,0 mm
11,39 °C,32 °C,25.1 °C,24.4 °C,23.3 °C,21.7 °C,94%,67%,39%,10 kph,4 kph,24 kph,1011 hPa,1008 hPa,1005 hPa,8.1 mm
12,37.2 °C,31 °C,24.8 °C,25.6 °C,24 °C,22.8 °C,95%,79%,48%,5 kph,2 kph,14 kph,1012 hPa,1009 hPa,1007 hPa,1.5 mm
13,35.4 °C,30 °C,24.6 °C,25.6 °C,23.5 °C,20.6 °C,97%,73%,49%,10 kph,3 kph,21 kph,1014 hPa,1012 hPa,1009 hPa,0 mm
14,34.3 °C,28.3 °C,22.2 °C,25 °C,22.9 °C,20 °C,91%,76%,53%,11 kph,2 kph,23 kph,1015 hPa,1013 hPa,1011 hPa,0.5 mm
15,37.4 °C,30.4 °C,23.5 °C,23.9 °C,22.5 °C,21.1 °C,96%,71%,42%,13 kph,3 kph,21 kph,1013 hPa,1010 hPa,1008 hPa,0 mm
16,38 °C,31.2 °C,24.5 °C,23.9 °C,23 °C,20.6 °C,95%,75%,37%,14 kph,3 kph,31 kph,1012 hPa,1009 hPa,1005 hPa,10.2 mm
17,37.3 °C,30.8 °C,24.3 °C,25.6 °C,23.8 °C,22.8 °C,97%,78%,46%,11 kph,2 kph,21 kph,1012 hPa,1009 hPa,1006 hPa,0.3 mm
18,36.4 °C,30.2 °C,23.9 °C,25 °C,23.6 °C,22.2 °C,95%,76%,47%,8 kph,3 kph,18 kph,1013 hPa,1010 hPa,1007 hPa,0.5 mm
19,36.7 °C,30.3 °C,24 °C,25 °C,23.5 °C,21.7 °C,96%,74%,46%,8 kph,2 kph,16 kph,1012 hPa,1009 hPa,1005 hPa,1.3 mm
20,37.4 °C,31.3 °C,25.2 °C,25 °C,23.7 °C,22.8 °C,90%,72%,48%,11 kph,3 kph,24 kph,1011 hPa,1009 hPa,1006 hPa,0 mm
21,38.4 °C,31.7 °C,24.9 °C,25 °C,23.8 °C,21.7 °C,95%,75%,43%,6 kph,3 kph,21 kph,1013 hPa,1010 hPa,1007 hPa,0 mm
22,34.3 °C,29.3 °C,24.2 °C,26.1 °C,24.3 °C,22.8 °C,97%,78%,54%,6 kph,2 kph,14 kph,1012 hPa,1010 hPa,1008 hPa,0.3 mm
23,35.8 °C,30.1 °C,24.2 °C,26.1 °C,24.2 °C,22.8 °C,97%,83%,53%,11 kph,3 kph,35 kph,1013 hPa,1010 hPa,1007 hPa,27.9 mm
24,36.1 °C,30.2 °C,24.2 °C,26.1 °C,24.5 °C,23.3 °C,97%,84%,57%,8 kph,2 kph,16 kph,1012 hPa,1009 hPa,1007 hPa,33.3 mm
25,34 °C,29.3 °C,24.6 °C,27.2 °C,24.8 °C,23.3 °C,97%,84%,64%,10 kph,2 kph,19 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
26,35.7 °C,30.3 °C,24.9 °C,26.7 °C,24.7 °C,22.8 °C,96%,76%,56%,6 kph,3 kph,18 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
27,38.2 °C,31.4 °C,24.8 °C,26.1 °C,24.6 °C,23.3 °C,95%,74%,48%,10 kph,3 kph,18 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
28,34.8 °C,29.6 °C,24.5 °C,25.6 °C,24.3 °C,22.8 °C,96%,78%,58%,10 kph,3 kph,24 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
29,35.9 °C,29.8 °C,23.7 °C,26.1 °C,24.1 °C,22.8 °C,97%,80%,54%,10 kph,2 kph,19 kph,1013 hPa,1011 hPa,1008 hPa,0 mm
30,37 °C,30.7 °C,24.4 °C,25.6 °C,24.4 °C,22.8 °C,95%,76%,49%,11 kph,3 kph,19 kph,1013 hPa,1011 hPa,1008 hPa,0 mm
31,37.2 °C,30.9 °C,24.7 °C,26.1 °C,24.3 °C,22.8 °C,96%,78%,48%,8 kph,2 kph,19 kph,1013 hPa,1010 hPa,1008 hPa,1 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Jun,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,37.7 °C,31.3 °C,24.9 °C,26.1 °C,23.9 °C,21.7 °C,96%,74%,46%,10 kph,3 kph,24 kph,1012 hPa,1009 hPa,1006 hPa,0 mm
2,37.2 °C,30.9 °C,24.7 °C,25.6 °C,23.8 °C,22.2 °C,93%,75%,50%,11 kph,3 kph,21 kph,1012 hPa,1009 hPa,1005 hPa,0.3 mm
3,39.4 °C,31.8 °C,24.2 °C,25.6 °C,23.8 °C,21.7 °C,96%,75%,36%,10 kph,2 kph,18 kph,1013 hPa,1009 hPa,1006 hPa,0 mm
4,38 °C,30.9 °C,23.9 °C,25.6 °C,24 °C,22.8 °C,96%,81%,45%,18 kph,3 kph,37 kph,1014 hPa,1010 hPa,1007 hPa,8.6 mm
5,35.8 °C,29.8 °C,23.7 °C,25 °C,23.6 °C,22.2 °C,97%,81%,51%,10 kph,3 kph,26 kph,1014 hPa,1011 hPa,1008 hPa,0.5 mm
6,35.4 °C,29.5 °C,23.6 °C,26.1 °C,23.7 °C,21.7 °C,97%,84%,55%,13 kph,2 kph,27 kph,1014 hPa,1011 hPa,1008 hPa,4.3 mm
7,34.6 °C,29.2 °C,23.8 °C,25 °C,23.7 °C,22.8 °C,97%,84%,57%,10 kph,2 kph,23 kph,1013 hPa,1010 hPa,1008 hPa,0.3 mm
8,35.4 °C,29.7 °C,24.1 °C,25 °C,24.1 °C,23.3 °C,97%,83%,52%,8 kph,3 kph,16 kph,1012 hPa,1009 hPa,1006 hPa,2 mm
9,29.6 °C,27.2 °C,24.7 °C,25.6 °C,24.4 °C,23.9 °C,97%,94%,80%,3 kph,1 kph,10 kph,1012 hPa,1010 hPa,1009 hPa,0.3 mm
10,35.6 °C,29.5 °C,23.4 °C,26.7 °C,24.4 °C,22.8 °C,98%,83%,61%,10 kph,2 kph,23 kph,1013 hPa,1011 hPa,1008 hPa,5.8 mm
11,37.6 °C,31 °C,24.3 °C,26.7 °C,24.2 °C,22.8 °C,98%,74%,44%,8 kph,2 kph,16 kph,1013 hPa,1010 hPa,1008 hPa,0 mm
12,36.7 °C,30.9 °C,25.1 °C,26.7 °C,24.7 °C,23.3 °C,95%,77%,54%,6 kph,2 kph,21 kph,1012 hPa,1010 hPa,1007 hPa,1.5 mm
13,36 °C,30.2 °C,24.4 °C,25.6 °C,24.1 °C,22.2 °C,96%,79%,52%,8 kph,3 kph,16 kph,1012 hPa,1009 hPa,1007 hPa,0.3 mm
14,35.7 °C,29.7 °C,23.7 °C,26.1 °C,24.3 °C,22.8 °C,97%,77%,57%,10 kph,3 kph,18 kph,1011 hPa,1009 hPa,1007 hPa,37.3 mm
15,38.6 °C,31.7 °C,24.9 °C,27.2 °C,24.9 °C,21.7 °C,97%,83%,50%,14 kph,2 kph,27 kph,1012 hPa,1009 hPa,1006 hPa,20.3 mm
16,36.3 °C,30.1 °C,23.8 °C,26.7 °C,24.7 °C,22.2 °C,96%,81%,53%,8 kph,2 kph,21 kph,1012 hPa,1010 hPa,1007 hPa,14 mm
17,34.8 °C,29.5 °C,24.2 °C,26.7 °C,24.8 °C,23.3 °C,97%,81%,57%,6 kph,2 kph,16 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
18,34.4 °C,29.4 °C,24.4 °C,26.1 °C,24.6 °C,23.3 °C,97%,79%,58%,10 kph,2 kph,16 kph,1013 hPa,1012 hPa,1010 hPa,1 mm
19,33.4 °C,29.6 °C,25.8 °C,26.7 °C,25.3 °C,24.4 °C,96%,87%,65%,10 kph,2 kph,24 kph,1013 hPa,1011 hPa,1009 hPa,0 mm
20,35.2 °C,30.1 °C,25.1 °C,26.1 °C,24.9 °C,23.3 °C,97%,80%,57%,3 kph,2 kph,14 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
21,35.7 °C,29.8 °C,23.9 °C,25.6 °C,24.1 °C,22.8 °C,94%,78%,51%,6 kph,2 kph,13 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
22,36.1 °C,30.3 °C,24.6 °C,26.1 °C,24 °C,22.2 °C,96%,77%,51%,10 kph,3 kph,19 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
23,33.8 °C,29.3 °C,24.8 °C,26.1 °C,24.5 °C,23.3 °C,95%,81%,60%,6 kph,2 kph,14 kph,1011 hPa,1009 hPa,1008 hPa,0 mm
24,36.5 °C,30.3 °C,24.1 °C,25.6 °C,24 °C,22.8 °C,94%,75%,50%,8 kph,2 kph,18 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
25,36.4 °C,30.1 °C,23.7 °C,25 °C,23.6 °C,22.8 °C,96%,72%,49%,6 kph,2 kph,14 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
26,33.3 °C,28.5 °C,23.7 °C,25.6 °C,24 °C,22.2 °C,97%,88%,63%,10 kph,2 kph,21 kph,1012 hPa,1010 hPa,1008 hPa,51.1 mm
27,35.4 °C,29.8 °C,24.1 °C,26.7 °C,24.5 °C,22.8 °C,98%,79%,52%,5 kph,2 kph,13 kph,1011 hPa,1010 hPa,1008 hPa,8.6 mm
28,35.4 °C,30.1 °C,24.7 °C,26.1 °C,24.3 °C,23.3 °C,96%,77%,56%,5 kph,2 kph,16 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
29,35.4 °C,29.8 °C,24.1 °C,26.1 °C,24.3 °C,22.8 °C,94%,76%,56%,5 kph,2 kph,13 kph,1015 hPa,1013 hPa,1010 hPa,0 mm
30,32.3 °C,28.3 °C,24.4 °C,26.7 °C,24.6 °C,23.3 °C,96%,81%,62%,6 kph,2 kph,16 kph,1014 hPa,1012 hPa,1009 hPa,0 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Jul,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,35.9 °C,30.1 °C,24.4 °C,26.1 °C,24.4 °C,23.3 °C,96%,76%,54%,5 kph,2 kph,13 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
2,35.6 °C,29.8 °C,24.1 °C,25.6 °C,23.9 °C,21.7 °C,96%,79%,56%,10 kph,2 kph,27 kph,1013 hPa,1011 hPa,1008 hPa,2 mm
3,33.9 °C,28.9 °C,23.9 °C,26.1 °C,24.4 °C,22.8 °C,97%,80%,62%,10 kph,2 kph,18 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
4,32.8 °C,28.4 °C,24 °C,26.1 °C,24.4 °C,22.8 °C,97%,85%,64%,8 kph,1 kph,14 kph,1011 hPa,1010 hPa,1008 hPa,0.5 mm
5,33.5 °C,28.7 °C,23.8 °C,25.6 °C,24.5 °C,22.8 °C,97%,85%,64%,11 kph,2 kph,23 kph,1010 hPa,1008 hPa,1007 hPa,0 mm
6,34.9 °C,29.4 °C,23.8 °C,26.1 °C,24.3 °C,22.8 °C,97%,80%,55%,13 kph,3 kph,21 kph,1009 hPa,1006 hPa,1004 hPa,0 mm
7,34.1 °C,29.5 °C,24.9 °C,26.1 °C,24.3 °C,22.2 °C,95%,81%,61%,10 kph,2 kph,24 kph,1007 hPa,1004 hPa,1001 hPa,0.3 mm
8,35.1 °C,29.5 °C,23.8 °C,26.1 °C,24.4 °C,22.8 °C,97%,80%,57%,6 kph,2 kph,16 kph,1005 hPa,1003 hPa,1001 hPa,0 mm
9,34.5 °C,29.6 °C,24.6 °C,25.6 °C,23.7 °C,21.7 °C,96%,80%,55%,10 kph,3 kph,26 kph,1007 hPa,1005 hPa,1004 hPa,0 mm
10,33.6 °C,29.9 °C,26.2 °C,24.4 °C,23.1 °C,22.2 °C,83%,71%,55%,8 kph,4 kph,23 kph,1009 hPa,1007 hPa,1005 hPa,0 mm
11,34.2 °C,29.1 °C,24.1 °C,24.4 °C,23.1 °C,22.2 °C,93%,75%,56%,10 kph,3 kph,24 kph,1011 hPa,1009 hPa,1008 hPa,1 mm
12,37.9 °C,30.4 °C,23.1 °C,25 °C,23 °C,21.7 °C,97%,77%,42%,13 kph,3 kph,27 kph,1011 hPa,1009 hPa,1007 hPa,15.2 mm
13,34.6 °C,28.8 °C,23.2 °C,26.1 °C,24.5 °C,22.2 °C,98%,85%,58%,8 kph,1 kph,16 kph,1011 hPa,1009 hPa,1007 hPa,0.3 mm
14,36.2 °C,31 °C,25.9 °C,27.2 °C,25.3 °C,24.4 °C,93%,78%,54%,8 kph,2 kph,19 kph,1012 hPa,1009 hPa,1007 hPa,0 mm
15,36 °C,30.8 °C,25.7 °C,26.1 °C,24.9 °C,22.8 °C,96%,75%,53%,5 kph,2 kph,13 kph,1012 hPa,1009 hPa,1006 hPa,0 mm
16,36.2 °C,30.9 °C,25.6 °C,26.1 °C,24.2 °C,20.6 °C,94%,72%,52%,11 kph,3 kph,23 kph,1013 hPa,1010 hPa,1007 hPa,0.3 mm
17,35.9 °C,29.9 °C,24 °C,25.6 °C,23.7 °C,21.7 °C,95%,73%,45%,6 kph,2 kph,16 kph,1013 hPa,1010 hPa,1008 hPa,0 mm
18,35.7 °C,30.2 °C,24.7 °C,24.4 °C,23.3 °C,21.1 °C,91%,70%,49%,6 kph,2 kph,14 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
19,35.6 °C,30.6 °C,25.5 °C,25.6 °C,23.6 °C,22.2 °C,87%,75%,50%,5 kph,2 kph,19 kph,1014 hPa,1011 hPa,1008 hPa,0 mm
20,36 °C,29.9 °C,23.7 °C,25 °C,23.9 °C,22.8 °C,96%,75%,53%,6 kph,2 kph,16 kph,1014 hPa,1012 hPa,1010 hPa,0 mm
21,36.9 °C,29.6 °C,22.2 °C,25 °C,23.1 °C,20.6 °C,96%,78%,48%,27 kph,3 kph,68 kph,1013 hPa,1011 hPa,1008 hPa,27.2 mm
22,34.6 °C,28.8 °C,23.2 °C,26.1 °C,23.7 °C,21.7 °C,97%,83%,56%,8 kph,2 kph,23 kph,1013 hPa,1010 hPa,1008 hPa,0.8 mm
23,33.6 °C,28.8 °C,23.9 °C,25.6 °C,23.8 °C,22.8 °C,96%,84%,60%,11 kph,2 kph,21 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
24,29.3 °C,26.8 °C,24.3 °C,25 °C,24.2 °C,23.3 °C,96%,90%,77%,3 kph,1 kph,11 kph,1011 hPa,1009 hPa,1007 hPa,3 mm
25,36.1 °C,29.8 °C,23.4 °C,26.1 °C,24.2 °C,22.8 °C,98%,81%,51%,8 kph,2 kph,48 kph,1012 hPa,1009 hPa,1006 hPa,5.1 mm
26,35 °C,29.3 °C,23.5 °C,26.7 °C,24.1 °C,22.2 °C,97%,80%,60%,6 kph,2 kph,18 kph,1011 hPa,1009 hPa,1007 hPa,0 mm
27,35 °C,29.7 °C,24.4 °C,26.1 °C,23.9 °C,22.8 °C,94%,80%,58%,11 kph,2 kph,24 kph,1012 hPa,1010 hPa,1008 hPa,0 mm
28,36.1 °C,29.9 °C,23.7 °C,25.6 °C,24.2 °C,22.8 °C,97%,77%,48%,8 kph,3 kph,14 kph,1012 hPa,1010 hPa,1007 hPa,0 mm
29,34.4 °C,29.7 °C,24.9 °C,26.1 °C,24.6 °C,22.8 °C,97%,78%,52%,6 kph,2 kph,16 kph,1011 hPa,1008 hPa,1006 hPa,0 mm
30,34.2 °C,29.7 °C,25.2 °C,25.6 °C,24.7 °C,23.3 °C,97%,84%,63%,13 kph,3 kph,32 kph,1008 hPa,1005 hPa,1003 hPa,0.5 mm
31,26.7 °C,25.4 °C,24.1 °C,23.9 °C,23.4 °C,22.8 °C,97%,93%,82%,11 kph,5 kph,27 kph,1004 hPa,1000 hPa,995 hPa,46.5 mm
2016,Temperature,,,Dew Point,,,Humidity,,,Speed,,,Pressure,,,Precip. Accum.
Aug,High,Avg,Low,High,Avg,Low,High,Avg,Low,High,Avg,Gust,High,Avg,Low,Sum
1,34.2 °C,29.2 °C,24.2 °C,26.1 °C,23.7 °C,22.2 °C,95%,76%,59%,8 kph,5 kph,23 kph,1008 hPa,1004 hPa,1001 hPa,4.6 mm
2,34.9 °C,29.5 °C,24.1 °C,26.1 °C,24.2 °C,22.8 °C,97%,79%,55%,8 kph,3 kph,21 kph,1010 hPa,1007 hPa,1005 hPa,0.3 mm
